region,year,real_wage_index
Ярославская область,2023,111.5
г. Москва,2023,104.4
Республика Карелия,2023,108.2
Республика Коми,2023,106.6
Архангельская область,2023,106.2
Вологодская область,2023,103.7
Калининградская область,2023,108.6
Ленинградская область,2023,107.2
Мурманская область,2023,106.0
Новгородская область,2023,111.0
Псковская область,2023,109.3
г. Санкт-Петербург,2023,105.2
Республика Адыгея,2023,110.1
Республика Калмыкия,2023,111.3
Краснодарский край,2023,109.0
Астраханская область,2023,106.6
Волгоградская область,2023,111.2
Ростовская область,2023,109.5
Республика Дагестан,2023,105.2
Республика Ингушетия,2023,101.4
Кабардино-Балкарская Республика,2023,106.5
Карачаево-Черкесская Республика,2023,107.5
Республика Северная Осетия - Алания,2023,106.7
Ставропольский край,2023,106.0
Республика Башкортостан,2023,110.5
Республика Марий Эл,2023,112.3
Республика Мордовия,2023,112.0
Республика Татарстан,2023,112.8
Удмуртская Республика,2023,110.3
Чувашская Республика,2023,114.8
Кировская область,2023,111.1
Нижегородская область,2023,111.0
Оренбургская область,2023,116.2
Пензенская область,2023,111.0
Самарская область,2023,111.7
Саратовская область,2023,110.6
Ульяновская область,2023,110.3
Курганская область,2023,115.9
Свердловская область,2023,111.1
Тюменская область,2023,108.9
Челябинская область,2023,110.4
Республика Алтай,2023,112.7
Республика Бурятия,2023,104.2
Республика Тыва,2023,108.0
Республика Хакасия,2023,110.6
Алтайский край,2023,106.7
Красноярский край,2023,110.4
Иркутская область,2023,113.8
Кемеровская область,2023,112.2
Новосибирская область,2023,110.6
Омская область,2023,107.2
Томская область,2023,108.3
Республика Саха (Якутия),2023,109.6
Приморский край,2023,109.0
Хабаровский край,2023,109.3
Амурская область,2023,102.9
Магаданская область,2023,104.4
Сахалинская область,2023,104.8
Еврейская автономная область,2023,108.3
Чукотский автономный округ,2023,106.8
