region,year,opzh,vrp
Республика Карелия,2009,66.56,105924.1
Республика Коми,2009,66.54,302629.2
Архангельская область,2009,67.62,323606.8
Вологодская область,2009,67.27,213396.9
Калининградская область,2009,67.67,169519.6
Ленинградская область,2009,66.73,430395.5
Мурманская область,2009,67.19,202235.5
Новгородская область,2009,64.47,117710.0
Псковская область,2009,64.52,74647.8
г. Санкт-Петербург,2009,71.19,1475805.3
Республика Адыгея,2009,69.97,41511.5
Республика Калмыкия,2009,68.61,23948.1
Краснодарский край,2009,70.66,861603.3
Астраханская область,2009,68.31,134418.2
Волгоградская область,2009,69.49,377514.3
Ростовская область,2009,69.54,555917.1
Республика Дагестан,2009,73.98,257832.7
Республика Ингушетия,2009,78.31,18953.3
Кабардино-Балкарская Республика,2009,72.08,65660.1
Карачаево-Черкесская Республика,2009,71.54,38584.1
Республика Северная Осетия - Алания,2009,71.93,64081.4
Ставропольский край,2009,70.28,277251.0
Республика Башкортостан,2009,69.01,647911.7
Республика Марий Эл,2009,67.08,69271.5
Республика Мордовия,2009,69.06,90862.4
Республика Татарстан,2009,70.82,885064.0
Удмуртская Республика,2009,68.26,230938.3
Чувашская Республика,2009,68.98,139909.5
Кировская область,2009,67.92,146321.3
Нижегородская область,2009,67.06,547223.0
Оренбургская область,2009,67.86,413395.5
Пензенская область,2009,69.38,147185.1
Самарская область,2009,68.2,583999.9
Саратовская область,2009,69.1,326370.4
Ульяновская область,2009,68.75,154247.4
Курганская область,2009,67.38,107914.5
Свердловская область,2009,68.39,825267.4
Тюменская область,2009,69.49,2870284.0
Челябинская область,2009,68.26,556985.3
Республика Алтай,2009,65.82,19911.6
Республика Тыва,2009,60.04,26921.9
Республика Хакасия,2009,67.25,81019.9
Алтайский край,2009,68.52,265613.3
Красноярский край,2009,67.63,749194.8
Иркутская область,2009,65.45,458774.9
Кемеровская область,2009,65.37,512408.0
Новосибирская область,2009,68.94,425400.2
Омская область,2009,68.72,336259.6
Томская область,2009,68.06,245808.3
Республика Бурятия,2009,65.27,121187.7
Республика Саха (Якутия),2009,66.45,328201.7
Приморский край,2009,66.72,368996.7
Хабаровский край,2009,66.33,276895.4
Амурская область,2009,64.41,151118.6
Магаданская область,2009,64.06,47895.9
Сахалинская область,2009,64.83,392380.1
Еврейская автономная область,2009,63.34,25320.0
Чукотский автономный округ,2009,58.22,45067.6
Белгородская область,2010,71.31,398361.4
Брянская область,2010,67.92,147024.0
Владимирская область,2010,67.12,224759.2
Воронежская область,2010,69.45,346568.2
Ивановская область,2010,67.09,109884.5
Калужская область,2010,68.1,188601.3
Костромская область,2010,67.5,98130.7
Курская область,2010,68.53,193648.6
Липецкая область,2010,68.59,248544.9
Московская область,2010,69.13,1832867.3
Орловская область,2010,68.4,106196.7
Рязанская область,2010,67.81,179127.9
Смоленская область,2010,66.59,154681.1
Тамбовская область,2010,69.22,143902.4
Тверская область,2010,65.9,219004.9
Тульская область,2010,67.11,237629.2
Ярославская область,2010,68.39,239644.0
г. Москва,2010,74.15,8375863.8
Республика Карелия,2010,66.42,120511.3
Республика Коми,2010,66.87,353853.0
Архангельская область,2010,67.89,372804.8
Вологодская область,2010,67.08,262432.7
Калининградская область,2010,68.75,195749.1
Ленинградская область,2010,68.09,490303.7
Мурманская область,2010,68.43,233438.9
Новгородская область,2010,65.04,127407.8
Псковская область,2010,64.59,87066.0
г. Санкт-Петербург,2010,72.06,1699486.4
Республика Адыгея,2010,69.95,47194.5
Республика Калмыкия,2010,69.35,24404.1
Краснодарский край,2010,70.95,1028308.4
Астраханская область,2010,69.08,144888.8
Волгоградская область,2010,69.66,433473.7
Ростовская область,2010,69.72,659667.4
Республика Дагестан,2010,73.87,274354.2
Республика Ингушетия,2010,74.71,19929.1
Кабардино-Балкарская Республика,2010,72.11,77086.4
Карачаево-Черкесская Республика,2010,72.44,43651.5
Республика Северная Осетия - Алания,2010,72.65,75327.4
Ставропольский край,2010,71.01,330790.8
Республика Башкортостан,2010,68.89,759203.3
Республика Марий Эл,2010,67.34,82374.4
Республика Мордовия,2010,69.25,105343.8
Республика Татарстан,2010,70.42,1001622.8
Удмуртская Республика,2010,68.1,274578.1
Чувашская Республика,2010,68.54,157704.6
Кировская область,2010,68.24,172352.0
Нижегородская область,2010,67.01,652805.9
Оренбургская область,2010,67.95,458145.4
Пензенская область,2010,69.28,172166.7
Самарская область,2010,68.13,695651.2
Саратовская область,2010,68.89,376169.4
Ульяновская область,2010,68.54,178235.4
Курганская область,2010,67.66,117879.5
Свердловская область,2010,68.81,1046600.1
Тюменская область,2010,69.46,3301573.3
Челябинская область,2010,68.41,652865.5
Республика Алтай,2010,65.68,22393.7
Республика Тыва,2010,60.45,30772.8
Республика Хакасия,2010,67.1,96039.8
Алтайский край,2010,68.36,302900.7
Красноярский край,2010,67.57,1055525.0
Иркутская область,2010,65.26,546141.0
Кемеровская область,2010,65.42,625914.9
Новосибирская область,2010,69.28,484141.3
Омская область,2010,68.78,382620.4
Томская область,2010,68.83,284676.7
Республика Бурятия,2010,66.05,133525.6
Республика Саха (Якутия),2010,66.75,386825.1
Приморский край,2010,66.63,470679.2
Хабаровский край,2010,65.68,353590.3
Амурская область,2010,64.36,178689.6
Магаданская область,2010,65.07,59619.7
Сахалинская область,2010,64.9,487659.5
Еврейская автономная область,2010,63.67,31555.9
Чукотский автономный округ,2010,57.49,38978.1
Белгородская область,2011,71.71,507839.8
Брянская область,2011,68.83,174211.8
Владимирская область,2011,68.08,261222.6
Воронежская область,2011,70.41,474973.9
Ивановская область,2011,68.56,128905.4
Калужская область,2011,69.49,234749.0
Костромская область,2011,68.45,116629.8
Курская область,2011,69.27,228851.4
Липецкая область,2011,69.87,287816.8
Московская область,2011,70.36,2176795.3
Орловская область,2011,69.48,131198.2
Рязанская область,2011,69.34,214142.6
Смоленская область,2011,68.12,180811.5
Тамбовская область,2011,70.18,173283.1
Тверская область,2011,67.02,255073.0
Тульская область,2011,68.63,279879.3
Ярославская область,2011,69.95,286967.5
г. Москва,2011,75.79,9948772.8
Республика Карелия,2011,67.95,154953.7
Республика Коми,2011,67.95,435959.3
Архангельская область,2011,68.75,439116.8
Вологодская область,2011,68.36,323067.9
Калининградская область,2011,69.9,241004.8
Ленинградская область,2011,69.44,581712.0
Мурманская область,2011,68.93,263811.7
Новгородская область,2011,66.46,153419.7
Псковская область,2011,66.47,100498.5
г. Санкт-Петербург,2011,73.06,2091914.3
Республика Адыгея,2011,70.99,56803.3
Республика Калмыкия,2011,70.8,29318.7
Краснодарский край,2011,71.15,1244652.8
Астраханская область,2011,69.84,172616.6
Волгоградская область,2011,70.5,508433.3
Ростовская область,2011,70.28,765967.2
Республика Дагестан,2011,74.26,330322.8
Республика Ингушетия,2011,76.29,26858.9
Кабардино-Балкарская Республика,2011,72.44,90594.5
Карачаево-Черкесская Республика,2011,72.85,49252.1
Республика Северная Осетия - Алания,2011,72.59,85876.7
Ставропольский край,2011,71.57,396791.6
Республика Башкортостан,2011,69.04,941023.6
Республика Марий Эл,2011,68.31,97323.3
Республика Мордовия,2011,70.11,119955.2
Республика Татарстан,2011,71.3,1305947.0
Удмуртская Республика,2011,68.88,335984.0
Чувашская Республика,2011,69.66,188785.7
Кировская область,2011,69.32,195269.5
Нижегородская область,2011,68.48,770774.0
Оренбургская область,2011,68.31,553320.9
Пензенская область,2011,70.23,213401.2
Самарская область,2011,69.02,834149.3
Саратовская область,2011,69.86,431028.0
Ульяновская область,2011,69.5,223672.7
Курганская область,2011,68.36,136325.1
Свердловская область,2011,69.29,1291019.1
Тюменская область,2011,70.45,4112596.0
Челябинская область,2011,68.79,774401.0
Республика Алтай,2011,65.4,26380.8
Республика Тыва,2011,61.39,33398.9
Республика Хакасия,2011,67.75,113088.1
Алтайский край,2011,68.97,332117.8
Красноярский край,2011,68.27,1170827.3
Иркутская область,2011,65.93,634561.4
Кемеровская область,2011,66.18,751198.4
Новосибирская область,2011,69.68,598563.5
Омская область,2011,69.5,451418.8
Томская область,2011,69.53,333885.7
Республика Бурятия,2011,66.09,153624.1
Республика Саха (Якутия),2011,67.67,486830.9
Приморский край,2011,67.17,549722.8
Хабаровский край,2011,66.0,399594.2
Амурская область,2011,64.82,225401.7
Магаданская область,2011,65.99,72174.2
Сахалинская область,2011,65.68,600247.9
Еврейская автономная область,2011,63.35,39467.0
Чукотский автономный округ,2011,61.58,44757.6
Белгородская область,2012,71.91,545517.2
Брянская область,2012,69.06,207397.5
Владимирская область,2012,68.6,286018.6
Воронежская область,2012,70.84,563965.4
Ивановская область,2012,69.3,136115.0
Калужская область,2012,69.39,285256.6
Костромская область,2012,69.5,130840.4
Курская область,2012,69.66,248213.1
Липецкая область,2012,70.03,293301.3
Московская область,2012,70.4,2357081.9
Орловская область,2012,69.51,146103.2
Рязанская область,2012,69.86,253881.6
Смоленская область,2012,68.49,201817.0
Тамбовская область,2012,70.67,203331.5
Тверская область,2012,67.86,268063.9
Тульская область,2012,68.86,311240.3
Ярославская область,2012,69.87,327279.6
г. Москва,2012,75.74,10666870.5
Республика Карелия,2012,68.0,160841.5
Республика Коми,2012,68.33,479051.3
Архангельская область,2012,69.65,472470.9
Вологодская область,2012,69.21,355291.3
Калининградская область,2012,70.12,265361.2
Ленинградская область,2012,69.77,672066.9
Мурманская область,2012,69.81,283846.2
Новгородская область,2012,67.55,170605.7
Псковская область,2012,66.53,107547.5
г. Санкт-Петербург,2012,73.43,2280426.0
Республика Адыгея,2012,71.68,65300.4
Республика Калмыкия,2012,71.22,35897.8
Краснодарский край,2012,71.74,1459490.8
Астраханская область,2012,70.36,209654.4
Волгоградская область,2012,70.99,571516.1
Ростовская область,2012,71.02,843560.3
Республика Дагестан,2012,74.9,374710.3
Республика Ингушетия,2012,77.8,37413.9
Кабардино-Балкарская Республика,2012,73.27,106711.2
Карачаево-Черкесская Республика,2012,73.38,58712.1
Республика Северная Осетия - Алания,2012,73.41,97448.8
Ставропольский край,2012,72.15,431753.4
Республика Башкортостан,2012,69.32,1149384.6
Республика Марий Эл,2012,69.04,117201.1
Республика Мордовия,2012,70.72,134315.6
Республика Татарстан,2012,71.8,1437001.0
Удмуртская Республика,2012,69.73,372782.7
Чувашская Республика,2012,70.31,217821.1
Кировская область,2012,69.79,208505.4
Нижегородская область,2012,68.98,842195.5
Оренбургская область,2012,68.64,628563.6
Пензенская область,2012,70.87,239962.5
Самарская область,2012,69.65,937434.5
Саратовская область,2012,70.27,478275.8
Ульяновская область,2012,70.62,240556.1
Курганская область,2012,68.35,146045.5
Свердловская область,2012,69.5,1484879.0
Тюменская область,2012,70.8,4625467.5
Челябинская область,2012,68.97,841972.2999999999
Республика Алтай,2012,66.8,30444.6
Республика Тыва,2012,61.09,37369.1
Республика Хакасия,2012,67.64,130638.5
Алтайский край,2012,69.11,368995.2
Красноярский край,2012,68.42,1183228.0
Иркутская область,2012,66.32,737971.6
Кемеровская область,2012,66.76,718320.4
Новосибирская область,2012,69.72,728154.0
Омская область,2012,69.25,491507.6
Томская область,2012,70.07,371472.9
Республика Бурятия,2012,66.79,164737.8
Республика Саха (Якутия),2012,67.93,541306.8
Приморский край,2012,67.79,557489.3
Хабаровский край,2012,67.13,437994.3
Амурская область,2012,65.12,229407.1
Магаданская область,2012,66.15,78417.9
Сахалинская область,2012,66.63,641886.4
Еврейская автономная область,2012,64.14,42743.6
Чукотский автономный округ,2012,60.79,45633.9
Белгородская область,2013,72.16,569006.4
Брянская область,2013,69.75,219502.8
Владимирская область,2013,69.13,306641.4
Воронежская область,2013,70.89,611720.4
Ивановская область,2013,69.84,158228.7
Калужская область,2013,70.02,292841.0
Костромская область,2013,69.86,139015.9
Курская область,2013,70.14,271542.5
Липецкая область,2013,70.66,315685.4
Московская область,2013,70.78,2545951.5
Орловская область,2013,70.22,164797.0
Рязанская область,2013,70.74,279286.5
Смоленская область,2013,68.9,225887.1
Тамбовская область,2013,70.93,236335.9
Тверская область,2013,68.13,298669.2
Тульская область,2013,69.41,348034.8
Ярославская область,2013,70.45,362861.8
г. Москва,2013,76.37,11814897.4
Республика Карелия,2013,69.19,178636.2
Республика Коми,2013,69.27,482329.9
Архангельская область,2013,70.16,500095.1
Вологодская область,2013,69.35,346227.6
Калининградская область,2013,70.51,275885.8
Ленинградская область,2013,70.36,678718.3
Мурманская область,2013,70.46,306578.7
Новгородская область,2013,67.67,178818.1
Псковская область,2013,67.82,114676.2
г. Санкт-Петербург,2013,74.22,2491423.3
Республика Адыгея,2013,71.8,70862.3
Республика Калмыкия,2013,71.35,41165.9
Краснодарский край,2013,72.29,1662969.1
Астраханская область,2013,71.34,273917.1
Волгоградская область,2013,71.42,607472.2
Ростовская область,2013,71.39,917689.1
Республика Дагестан,2013,75.63,452882.2
Республика Ингушетия,2013,78.84,45766.7
Кабардино-Балкарская Республика,2013,73.71,110971.5
Карачаево-Черкесская Республика,2013,73.94,66106.6
Республика Северная Осетия - Алания,2013,73.94,118637.5
Ставропольский край,2013,72.45,480905.3
Республика Башкортостан,2013,69.63,1163219.0
Республика Марий Эл,2013,69.3,125950.2
Республика Мордовия,2013,70.56,148705.7
Республика Татарстан,2013,72.12,1551472.1
Удмуртская Республика,2013,69.92,405126.4
Чувашская Республика,2013,70.79,223147.9
Кировская область,2013,70.26,224152.3
Нижегородская область,2013,69.42,925182.0
Оренбургская область,2013,68.9,717014.7999999999
Пензенская область,2013,71.54,270436.8
Самарская область,2013,69.4,1048545.8
Саратовская область,2013,70.67,526178.9
Ульяновская область,2013,70.5,265288.7
Курганская область,2013,68.27,167037.9
Свердловская область,2013,69.81,1568655.2
Тюменская область,2013,71.35,4950207.4
Челябинская область,2013,69.52,882339.6
Республика Алтай,2013,67.34,33313.5
Республика Тыва,2013,61.79,41298.7
Республика Хакасия,2013,68.57,141850.5
Алтайский край,2013,69.77,416110.3
Красноярский край,2013,69.06,1256934.1
Иркутская область,2013,66.72,805197.5
Кемеровская область,2013,67.72,667950.5
Новосибирская область,2013,70.19,817516.7
Омская область,2013,69.74,551734.0
Томская область,2013,70.33,402562.1
Республика Бурятия,2013,67.67,176888.9
Республика Саха (Якутия),2013,69.13,570284.7000000001
Приморский край,2013,68.19,577473.9
Хабаровский край,2013,67.92,498067.2
Амурская область,2013,66.38,210700.9
Магаданская область,2013,67.12,88905.9
Сахалинская область,2013,67.7,671743.6
Еврейская автономная область,2013,64.94,38428.7
Чукотский автономный округ,2013,62.11,44466.9
Белгородская область,2014,72.25,619677.7
Брянская область,2014,69.42,242722.4
Владимирская область,2014,69.25,328064.2
Воронежская область,2014,70.82,717667.2
Ивановская область,2014,69.88,151876.8
Калужская область,2014,69.93,326459.5
Костромская область,2014,70.05,146731.5
Курская область,2014,70.11,298287.3
Липецкая область,2014,70.6,398464.5
Московская область,2014,70.94,2742886.1
Орловская область,2014,69.88,178822.5
Рязанская область,2014,70.8,295611.7
Смоленская область,2014,69.44,234710.1
Тамбовская область,2014,71.11,285656.5
Тверская область,2014,68.43,316613.2
Тульская область,2014,69.63,411122.3
Ярославская область,2014,70.64,391462.8
г. Москва,2014,76.7,12779525.7
Республика Карелия,2014,69.36,191192.1
Республика Коми,2014,69.05,484166.5
Архангельская область,2014,70.23,542695.3
Вологодская область,2014,69.74,387211.7
Калининградская область,2014,70.28,314088.3
Ленинградская область,2014,70.28,703325.6
Мурманская область,2014,69.97,328291.8
Новгородская область,2014,68.41,209304.4
Псковская область,2014,68.07,123825.6
г. Санкт-Петербург,2014,74.57,2661210.0
Республика Адыгея,2014,72.01,75622.5
Республика Калмыкия,2014,72.03,46680.6
Краснодарский край,2014,72.28,1784833.5
Астраханская область,2014,70.76,296319.3
Волгоградская область,2014,71.62,715409.6
Ростовская область,2014,71.3,1007758.8
Республика Дагестан,2014,75.83,528131.3
Республика Ингушетия,2014,79.42,51908.2
Кабардино-Балкарская Республика,2014,74.16,116886.0
Карачаево-Черкесская Республика,2014,73.91,65326.6
Республика Северная Осетия - Алания,2014,73.82,125960.5
Ставропольский край,2014,72.75,540796.8
Республика Башкортостан,2014,69.76,1260010.4
Республика Марий Эл,2014,69.42,143396.1
Республика Мордовия,2014,71.38,173872.7
Республика Татарстан,2014,72.17,1661413.8
Удмуртская Республика,2014,70.03,450548.9
Чувашская Республика,2014,70.62,237447.2
Кировская область,2014,70.59,254089.4
Нижегородская область,2014,69.53,1009460.1
Оренбургская область,2014,68.73,731277.7
Пензенская область,2014,71.63,295238.7
Самарская область,2014,69.63,1149147.8
Саратовская область,2014,70.95,566646.1
Ульяновская область,2014,70.37,278808.2
Курганская область,2014,68.75,170310.3
Свердловская область,2014,69.76,1659783.9
Тюменская область,2014,71.5,5295348.5
Челябинская область,2014,69.71,993900.6
Республика Алтай,2014,67.76,39191.9
Республика Тыва,2014,61.79,45947.9
Республика Хакасия,2014,68.83,158372.8
Алтайский край,2014,70.01,446023.8
Красноярский край,2014,69.23,1410719.9
Иркутская область,2014,66.87,916317.5
Кемеровская область,2014,67.8,752024.0
Новосибирская область,2014,70.28,911219.0
Омская область,2014,70.13,602605.1
Томская область,2014,70.67,430266.8
Республика Бурятия,2014,68.54,186492.9
Республика Саха (Якутия),2014,69.81,658140.4
Приморский край,2014,68.74,642423.0
Хабаровский край,2014,68.01,539338.4
Амурская область,2014,67.0,232053.0
Магаданская область,2014,67.19,96936.8
Сахалинская область,2014,67.89,799165.4
Еврейская автономная область,2014,65.2,41948.1
Чукотский автономный округ,2014,62.32,57751.3
Белгородская область,2015,72.61,693379.4
Брянская область,2015,70.36,271782.5
Владимирская область,2015,69.82,368489.2
Воронежская область,2015,71.67,805969.6
Ивановская область,2015,70.62,180517.5
Калужская область,2015,70.73,339760.8
Костромская область,2015,70.38,160579.8
Курская область,2015,70.8,336999.4
Липецкая область,2015,71.07,448994.3
Московская область,2015,72.26,3180924.6
Орловская область,2015,70.38,208237.9
Рязанская область,2015,71.46,323131.8
Смоленская область,2015,69.74,256706.8
Тамбовская область,2015,71.67,317213.7
Тверская область,2015,69.1,329616.0
Тульская область,2015,70.06,477537.8
Ярославская область,2015,70.98,443054.1
г. Москва,2015,76.77,13520862.9
Республика Карелия,2015,69.16,212049.5
Республика Коми,2015,69.4,528403.4
Архангельская область,2015,70.71,627698.1
Вологодская область,2015,70.4,478893.0
Калининградская область,2015,70.58,349818.6
Ленинградская область,2015,71.23,849616.6
Мурманская область,2015,70.24,401582.7
Новгородская область,2015,68.7,234075.7
Псковская область,2015,68.48,135239.5
г. Санкт-Петербург,2015,74.42,3387417.7
Республика Адыгея,2015,72.22,84306.0
Республика Калмыкия,2015,72.15,51958.5
Краснодарский край,2015,72.53,1933512.1
Астраханская область,2015,71.36,322303.0
Волгоградская область,2015,71.98,740458.0
Ростовская область,2015,71.9,1189144.0
Республика Дагестан,2015,76.39,569297.3
Республика Ингушетия,2015,80.05,50091.0
Кабардино-Балкарская Республика,2015,74.61,120528.8
Карачаево-Черкесская Республика,2015,74.44,67482.7
Республика Северная Осетия - Алания,2015,74.2,126051.2
Ставропольский край,2015,73.36,621198.3
Республика Башкортостан,2015,70.08,1316598.3
Республика Марий Эл,2015,69.8,171689.5
Республика Мордовия,2015,72.06,180352.3
Республика Татарстан,2015,72.81,1867258.7
Удмуртская Республика,2015,70.46,517999.8
Чувашская Республика,2015,71.35,251307.0
Кировская область,2015,71.11,282191.0
Нижегородская область,2015,70.17,1104643.2
Оренбургская область,2015,69.63,774962.1
Пензенская область,2015,72.12,343328.6
Самарская область,2015,70.35,1264910.3
Саратовская область,2015,71.4,625176.9
Ульяновская область,2015,70.46,304479.1
Курганская область,2015,69.03,179436.3
Свердловская область,2015,69.83,1822835.0
Тюменская область,2015,71.76,5851557.8
Челябинская область,2015,69.9,1209242.7
Республика Алтай,2015,68.44,42165.7
Республика Тыва,2015,63.13,47289.6
Республика Хакасия,2015,68.68,170413.1
Алтайский край,2015,70.44,487903.3
Красноярский край,2015,69.69,1667041.1
Иркутская область,2015,67.37,1001717.6
Кемеровская область,2015,68.31,843345.4
Новосибирская область,2015,70.86,1021642.9
Омская область,2015,70.41,618127.7
Томская область,2015,71.25,471456.7
Республика Бурятия,2015,69.15,202823.4
Республика Саха (Якутия),2015,70.29,747601.7
Приморский край,2015,69.21,717609.9
Хабаровский край,2015,68.72,595792.3
Амурская область,2015,67.27,277380.4
Магаданская область,2015,68.11,125798.3
Сахалинская область,2015,67.99,837495.2
Еврейская автономная область,2015,65.04,44554.8
Чукотский автономный округ,2015,64.16,61735.5
Белгородская область,2016,72.87,778027.8
Брянская область,2016,70.92,316489.4
Владимирская область,2016,70.28,431549.8
Воронежская область,2016,72.08,827928.6
Ивановская область,2016,70.77,205818.6
Калужская область,2016,71.18,409462.3
Костромская область,2016,70.87,170225.1
Курская область,2016,70.94,379011.3
Липецкая область,2016,71.62,501263.5
Московская область,2016,72.5,4206506.0
Орловская область,2016,70.73,228583.1
Рязанская область,2016,71.87,366211.3
Смоленская область,2016,69.98,283725.5
Тамбовская область,2016,72.11,320623.4
Тверская область,2016,69.24,397438.9
Тульская область,2016,70.56,552308.4
Ярославская область,2016,71.21,498880.3
г. Москва,2016,77.08,15121534.2
Республика Карелия,2016,69.78,248140.4
Республика Коми,2016,69.45,578649.1
Архангельская область,2016,70.82,713043.9
Вологодская область,2016,70.24,509931.7
Калининградская область,2016,71.92,417094.9
Ленинградская область,2016,71.7,953668.3
Мурманская область,2016,70.94,467006.5
Новгородская область,2016,69.15,253056.8
Псковская область,2016,69.25,159206.1
г. Санкт-Петербург,2016,74.9,4099939.7
Республика Адыгея,2016,72.59,101102.7
Республика Калмыкия,2016,73.35,69564.2
Краснодарский край,2016,72.83,2257074.5
Астраханская область,2016,72.2,368485.4
Волгоградская область,2016,72.49,825586.5
Ростовская область,2016,72.2,1375107.4
Республика Дагестан,2016,77.23,617587.6
Республика Ингушетия,2016,80.82,58141.5
Кабардино-Балкарская Республика,2016,75.12,152970.8
Карачаево-Черкесская Республика,2016,74.72,78521.1
Республика Северная Осетия - Алания,2016,75.05,148810.1
Ставропольский край,2016,73.4,712594.5
Республика Башкортостан,2016,71.0,1421517.6
Республика Марий Эл,2016,70.75,170890.5
Республика Мордовия,2016,72.25,223297.8
Республика Татарстан,2016,73.64,2058139.9
Удмуртская Республика,2016,70.86,570254.8
Чувашская Республика,2016,71.52,284659.1
Кировская область,2016,71.71,313533.8
Нижегородская область,2016,70.75,1282751.7
Оренбургская область,2016,70.57,814765.4
Пензенская область,2016,72.53,358258.2
Самарская область,2016,71.08,1364822.2
Саратовская область,2016,72.07,700848.6
Ульяновская область,2016,70.97,366954.7
Курганская область,2016,69.43,202100.4
Свердловская область,2016,70.02,2109619.1
Тюменская область,2016,72.33,6125961.8
Челябинская область,2016,70.5,1332761.4
Республика Алтай,2016,70.13,47434.9
Республика Тыва,2016,64.21,58001.1
Республика Хакасия,2016,69.33,207742.6
Алтайский край,2016,70.74,532401.5
Красноярский край,2016,70.01,1821899.9
Иркутская область,2016,68.2,1139206.8
Кемеровская область,2016,68.72,903348.9
Новосибирская область,2016,71.2,1074794.7
Омская область,2016,70.78,669480.4
Томская область,2016,71.66,521043.5
Республика Бурятия,2016,69.61,220764.6
Республика Саха (Якутия),2016,70.84,889449.3
Приморский край,2016,69.66,860803.6
Хабаровский край,2016,69.13,672660.4
Амурская область,2016,68.28,297531.0
Магаданская область,2016,69.0,153879.8
Сахалинская область,2016,68.66,762510.3
Еврейская автономная область,2016,65.88,48563.2
Чукотский автономный округ,2016,64.42,72174.1
Белгородская область,2017,73.67,837306.8
Брянская область,2017,71.27,341177.8
Владимирская область,2017,71.15,449849.2
Воронежская область,2017,73.03,873429.4
Ивановская область,2017,71.47,212464.7
Калужская область,2017,71.87,457052.5
Костромская область,2017,71.81,178485.6
Курская область,2017,71.74,404759.8
Липецкая область,2017,72.46,522266.2
Московская область,2017,73.34,4290261.2
Орловская область,2017,71.63,231118.4
Рязанская область,2017,72.7,395276.9
Смоленская область,2017,71.14,313615.8
Тамбовская область,2017,73.21,320572.4
Тверская область,2017,70.45,420671.5
Тульская область,2017,71.18,594407.6
Ярославская область,2017,71.85,534549.7
г. Москва,2017,77.87,16538189.5
Республика Карелия,2017,70.65,270802.5
Республика Коми,2017,71.05,608574.5
Архангельская область,2017,71.94,759206.5
Вологодская область,2017,71.26,542663.4
Калининградская область,2017,72.62,446677.6
Ленинградская область,2017,72.54,1002543.3
Мурманская область,2017,71.67,479352.8
Новгородская область,2017,69.68,256165.8
Псковская область,2017,69.95,165858.1
г. Санкт-Петербург,2017,75.45,4283036.300000001
Республика Адыгея,2017,73.25,109714.5
Республика Калмыкия,2017,73.54,80126.9
Краснодарский край,2017,73.42,2422752.7
Астраханская область,2017,73.35,442608.8
Волгоградская область,2017,73.54,850263.7
Ростовская область,2017,73.03,1441723.3
Республика Дагестан,2017,77.79,639513.2999999999
Республика Ингушетия,2017,81.59,60855.8
Кабардино-Балкарская Республика,2017,75.81,155221.80000000002
Карачаево-Черкесская Республика,2017,75.94,82765.6
Республика Северная Осетия - Алания,2017,75.51,152526.4
Ставропольский край,2017,74.19,735609.5
Республика Башкортостан,2017,71.73,1487892.2
Республика Марий Эл,2017,72.24,178193.2
Республика Мордовия,2017,73.4,236090.8
Республика Татарстан,2017,74.2,2264655.8
Удмуртская Республика,2017,72.06,592037.6
Чувашская Республика,2017,72.73,296505.8
Кировская область,2017,72.72,331754.4
Нижегородская область,2017,71.88,1387920.9
Оренбургская область,2017,70.94,872857.1
Пензенская область,2017,73.34,376076.2
Самарская область,2017,71.73,1449005.7
Саратовская область,2017,72.88,728946.4
Ульяновская область,2017,72.34,374827.9
Курганская область,2017,70.8,209985.5
Свердловская область,2017,71.23,2259526.0
Тюменская область,2017,73.1,7097070.2
Челябинская область,2017,71.53,1416613.3
Республика Алтай,2017,71.15,48415.2
Республика Тыва,2017,66.29,65038.9
Республика Хакасия,2017,70.21,218148.4
Алтайский край,2017,71.1,545303.0
Красноярский край,2017,70.61,1977016.1
Иркутская область,2017,69.19,1268311.7
Кемеровская область,2017,69.35,1097861.0
Новосибирская область,2017,71.57,1179564.2
Омская область,2017,71.49,699716.5
Томская область,2017,72.02,554393.9
Республика Бурятия,2017,70.69,224594.1
Республика Саха (Якутия),2017,71.68,942029.6
Приморский край,2017,70.36,906265.0
Хабаровский край,2017,69.74,697951.0
Амурская область,2017,69.06,299181.0
Магаданская область,2017,69.37,161851.2
Сахалинская область,2017,70.19,784503.4
Еврейская автономная область,2017,68.83,55268.0
Чукотский автономный округ,2017,66.1,72873.8
Белгородская область,2018,73.67,911597.9
Брянская область,2018,71.71,367157.1
Владимирская область,2018,71.23,480027.8
Воронежская область,2018,73.15,951292.3
Ивановская область,2018,71.29,232493.6
Калужская область,2018,71.89,507632.2
Костромская область,2018,71.87,191812.9
Курская область,2018,71.91,451000.5
Липецкая область,2018,72.62,604396.2
Московская область,2018,73.52,4644635.0
Орловская область,2018,71.56,247105.5
Рязанская область,2018,72.84,416183.2
Смоленская область,2018,71.16,335059.9
Тамбовская область,2018,72.95,352202.6
Тверская область,2018,70.47,471065.5
Тульская область,2018,71.77,666763.0
Ярославская область,2018,72.25,583605.3
г. Москва,2018,77.84,18777726.0
Республика Карелия,2018,70.56,300977.1
Республика Коми,2018,71.06,696242.2
Архангельская область,2018,72.1,865723.3
Вологодская область,2018,71.43,615647.7
Калининградская область,2018,72.92,493302.4
Ленинградская область,2018,73.07,1147644.4
Мурманская область,2018,71.68,521051.5
Новгородская область,2018,70.26,259255.8
Псковская область,2018,70.16,180730.3
г. Санкт-Петербург,2018,75.93,4785218.6
Республика Адыгея,2018,73.56,119961.8
Республика Калмыкия,2018,73.84,86107.1
Краснодарский край,2018,74.3,2499915.5
Астраханская область,2018,73.48,579210.0
Волгоградская область,2018,73.47,927811.7
