,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
100,Белгородская область,2019,74.21,955329.2,103.9836053573979,3.9,9236.0,853.0,157.0,70.4,40.5,75.62666666666667
121,Брянская область,2019,72.31,399113.8,103.99567345447852,3.8,10320.0,104.0,46.0,74.9,40.2,72.23666666666666
142,Владимирская область,2019,71.87,535493.4,103.53516794006062,4.0,9901.0,10.0,54.0,82.9,35.1,72.8
205,Воронежская область,2019,73.63,1001790.3,103.4082389057852,3.6,8894.0,115.0,105.0,78.8,52.9,72.535
247,Ивановская область,2019,71.84,254968.9,102.05008369806896,3.8,9839.0,8.0,17.0,81.2,44.1,73.75
331,Калужская область,2019,72.35,549755.8,103.9219896754522,3.7,10565.0,44.0,27.0,73.0,42.6,74.14
415,Костромская область,2019,72.35,203821.4,108.09209317953928,4.1,10128.0,21.0,44.0,94.3,38.1,73.73400000000001
499,Курская область,2019,72.27,495864.4,103.8,4.0,9449.0,28.0,58.0,84.9,51.3,72.47800000000001
541,Липецкая область,2019,73.34,570022.9,103.3194405318376,3.7,9169.0,1167.0,310.0,81.9,42.3,71.72375
583,Московская область,2019,73.86,5196136.4,102.16397316497654,2.7,12272.0,555.0,189.0,81.7,42.6,71.41714285714285
730,Орловская область,2019,72.56,266655.6,103.2310975672028,5.3,9810.0,4.0,26.0,88.2,44.8,71.42500000000001
1171,Рязанская область,2019,73.2,436417.7,102.6858878074886,3.9,9615.0,532.0,102.0,76.7,52.6,72.1925
1276,Смоленская область,2019,71.89,349237.6,101.8,5.2,10330.0,103.0,53.0,94.7,51.6,72.82249999999999
1318,Тамбовская область,2019,73.56,353745.5,101.93102252835938,3.9,9805.0,14.0,73.0,76.1,40.3,72.28333333333333
1339,Тверская область,2019,71.24,488367.5,103.88881423730372,4.0,10400.0,53.0,67.0,92.4,45.4,0.0
1381,Тульская область,2019,72.21,676822.6,105.71117100796285,3.8,10326.0,727.0,107.0,88.4,38.5,74.338
1549,Ярославская область,2019,72.92,609150.8,101.59061378447925,5.4,9780.0,16.0,92.0,86.9,50.3,72.35333333333332
1570,г. Москва,2019,78.36,19797064.3,107.6,1.4,16843.0,93.0,75.0,65.1,61.2,72.99
961,Республика Карелия,2019,71.46,319050.0,104.53397455997457,7.4,13307.0,98.0,122.0,74.9,51.7,72.55875
982,Республика Коми,2019,71.3,718138.7,100.385462755573,6.8,13791.0,322.0,392.0,97.6,51.4,72.62400000000001
58,Архангельская область,2019,72.34,889974.4,103.8008875491186,6.3,12334.0,380.0,204.0,83.8,55.5,72.91
184,Вологодская область,2019,71.82,632759.5,106.02915580814977,4.5,10691.0,697.0,413.0,77.0,35.5,73.36833333333333
310,Калининградская область,2019,73.56,520951.2,101.70145192634344,4.4,11392.0,27.0,23.0,81.5,46.5,71.31666666666666
520,Ленинградская область,2019,73.64,1223679.6,102.20675233200902,3.9,11028.0,1097.0,194.0,61.4,37.1,73.53399999999999
604,Мурманская область,2019,71.75,616504.1,104.76104961708776,5.4,16688.0,1181.0,231.0,95.3,51.7,72.998
646,Новгородская область,2019,70.52,273808.0,97.99852253676654,3.6,10673.0,176.0,61.0,81.8,43.4,73.75166666666667
793,Псковская область,2019,70.65,196625.3,104.9,5.1,10633.0,23.0,40.0,94.2,31.0,71.27
1591,г. Санкт-Петербург,2019,76.31,5186129.3,104.71929879199293,1.4,11500.0,7987.0,67.0,83.5,84.9,71.33375000000001
814,Республика Адыгея,2019,73.85,131125.8,105.6966067679027,8.2,9119.0,4.0,6.0,69.2,39.0,73.44
940,Республика Калмыкия,2019,74.84,88986.9,104.89900023944364,9.2,9700.0,0.1,6.0,78.8,50.2,71.92125
436,Краснодарский край,2019,73.91,2577131.1,102.16110797312216,4.8,10621.0,1095.0,432.0,73.5,43.3,72.77000000000001
79,Астраханская область,2019,73.86,601811.2,103.03829521895598,7.6,10114.0,23.0,104.0,86.0,61.2,74.7225
163,Волгоградская область,2019,74.07,963214.4,103.61325554786411,5.3,9322.0,140.0,144.0,88.2,45.3,72.98666666666666
1150,Ростовская область,2019,73.69,1636017.5,102.71953554122828,4.8,10039.0,849.0,158.0,79.3,37.1,71.626
898,Республика Дагестан,2019,79.1,713723.6,102.01674534503913,13.0,9766.0,31.0,13.0,66.6,41.3,72.208
919,Республика Ингушетия,2019,83.4,73791.6,104.8846457507496,26.4,10012.0,0.0,8.0,44.1,44.4,71.78399999999999
289,Кабардино-Балкарская Республика,2019,76.46,171544.7,101.55233516844646,10.7,10872.0,0.1,3.0,81.5,46.9,70.54
352,Карачаево-Черкесская Республика,2019,76.21,91430.0,101.39475893590256,11.7,9655.0,244.0,15.0,68.7,41.7,71.76249999999999
1066,Республика Северная Осетия - Алания,2019,75.75,173459.4,102.86532144112942,12.1,9231.0,13.0,7.0,87.5,68.2,72.34
1297,Ставропольский край,2019,74.66,829223.9,104.74450565410814,4.8,8973.0,78.0,102.0,81.9,44.2,74.16749999999999
856,Республика Башкортостан,2019,72.64,1803321.7,103.32277774859136,4.4,9222.0,320.0,471.0,77.6,43.4,71.726
1003,Республика Марий Эл,2019,72.9,203282.1,101.9195266600273,4.6,9258.0,11.0,37.0,78.3,36.2,72.425
1024,Республика Мордовия,2019,73.95,262760.6,104.21493832108962,4.2,9181.0,324.0,51.0,78.8,53.4,71.97999999999999
1087,Республика Татарстан,2019,75.03,2808753.3,102.15672114956332,3.3,8938.0,261.0,290.0,63.1,42.8,72.77
1423,Удмуртская Республика,2019,72.8,722846.0,103.48400212779822,4.3,9455.0,69.0,197.0,74.5,49.6,72.564
1507,Чувашская Республика,2019,73.44,339490.4,105.1,4.7,9285.0,7.0,37.0,81.3,49.5,72.7025
394,Кировская область,2019,72.96,370472.6,104.09748144417104,4.8,10330.0,139.0,89.0,87.7,48.5,71.46
625,Нижегородская область,2019,72.32,1617171.7,102.4,4.1,9699.0,102.0,162.0,88.2,48.3,72.0075
709,Оренбургская область,2019,72.04,1106329.3,103.88967409658252,4.4,8991.0,527.0,452.0,77.5,46.4,74.78800000000001
751,Пензенская область,2019,73.61,448521.1,101.94364060728785,4.3,9179.0,1053.0,28.0,80.5,42.6,71.145
1192,Самарская область,2019,72.77,1689575.4,103.28463176968968,3.9,10148.0,429.0,254.0,72.9,48.8,73.25
1213,Саратовская область,2019,73.07,809822.6,109.67747049327104,4.3,8809.0,255.0,120.0,100.0,50.8,71.82749999999999
1444,Ульяновская область,2019,72.96,424995.6,103.34000695156357,3.8,9630.0,22.0,28.0,78.7,42.5,72.482
478,Курганская область,2019,71.14,236825.8,104.07714992774947,7.8,9795.0,61.0,45.0,86.9,29.3,74.45
1255,Свердловская область,2019,71.81,2535215.0,103.11711696950124,4.2,10186.0,7060.0,898.0,85.0,43.7,72.486
1402,Тюменская область,2019,74.04,8952460.5,103.00154858331602,3.0,11019.0,386.0,2220.0,71.7,55.9,73.91624999999999
1486,Челябинская область,2019,72.08,1547518.0,102.40660666034842,5.1,10038.0,2131.0,493.0,73.9,42.3,72.5125
835,Республика Алтай,2019,70.29,57064.0,105.4,11.0,10041.0,3.0,6.0,73.3,44.8,73.97857142857143
1108,Республика Тыва,2019,67.57,79321.3,101.57519204545102,6.0,10384.0,8.0,105.0,107.5,42.3,0.0
1129,Республика Хакасия,2019,71.05,256322.3,104.87291807358858,5.8,10809.0,143.0,169.0,69.9,42.6,72.412
16,Алтайский край,2019,71.61,628146.1,104.20546417022828,4.5,9704.0,521.0,2432.0,91.8,49.9,73.372
457,Красноярский край,2019,71.16,2696158.9,104.2,6.6,12290.0,5250.0,644.0,80.3,49.0,72.87857142857143
268,Иркутская область,2019,69.55,1540237.8,104.95438506927924,5.5,11365.0,2426.0,1760.0,94.7,43.8,74.422
373,Кемеровская область,2019,69.78,1110194.8,103.43079939060692,6.1,9764.0,3380.0,136.0,90.6,54.6,73.61
667,Новосибирская область,2019,72.25,1332895.8,103.35936594729478,6.4,11018.0,659.0,151.0,94.5,50.9,74.19200000000001
688,Омская область,2019,72.32,772095.9,104.41776533160456,5.5,9570.0,1613.0,225.0,80.3,56.4,74.436
1360,Томская область,2019,72.85,617903.6,102.581308796071,9.2,11140.0,203.0,1099.0,96.0,45.1,72.7325
877,Республика Бурятия,2019,70.77,285490.6,106.78307008223426,12.3,11274.0,600.0,5.0,83.3,49.7,72.38999999999999
1045,Республика Саха (Якутия),2019,73.0,1227680.3,102.911886413962,6.9,17286.0,373.0,288.0,95.7,61.6,73.25666666666666
772,Приморский край,2019,70.54,1069330.7,106.7,5.2,13270.0,1911.0,178.0,98.0,51.8,73.11800000000001
1465,Хабаровский край,2019,70.05,805215.6,101.5925272129432,3.8,14417.0,450.0,112.0,85.9,56.4,72.735
37,Амурская область,2019,68.66,395617.2,106.04681101347886,5.4,12379.0,349.0,124.0,95.4,54.9,73.054
562,Магаданская область,2019,69.66,214414.9,105.90169802300576,4.6,19695.0,45.0,60.0,110.7,62.2,72.13
1234,Сахалинская область,2019,70.28,1172226.1,108.82721415866952,5.2,14898.0,30.0,57.0,113.8,63.6,72.71333333333334
226,Еврейская автономная область,2019,68.08,56847.6,102.6,6.2,14329.0,110.0,16.0,121.2,38.0,76.31
1528,Чукотский автономный округ,2019,68.09,94995.0,102.9242066370261,3.8,22098.0,23.0,18.0,126.9,71.0,71.75
101,Белгородская область,2020,72.37,997330.9,104.80433940333204,4.9,9593.0,1075.0,168.0,69.3,40.3,73.80333333333334
122,Брянская область,2020,70.63,414179.4,102.94400615739848,4.0,10950.0,102.0,47.0,75.7,40.7,70.32999999999998
143,Владимирская область,2020,70.03,553092.4,102.9980657640232,5.6,10808.0,12.0,60.0,83.4,36.0,70.6675
206,Воронежская область,2020,71.91,1062765.4,103.1875179477362,4.3,9053.0,137.0,116.0,78.6,52.0,70.775
248,Ивановская область,2020,70.66,269508.8,101.63618864292587,5.4,10581.0,6.0,25.0,86.4,47.8,71.6
332,Калужская область,2020,70.38,561895.8,102.41080038572804,4.7,10964.0,44.0,26.0,79.6,40.9,72.0875
416,Костромская область,2020,70.92,204114.1,98.5766493556453,5.5,11010.0,26.0,45.0,102.7,39.3,71.968
500,Курская область,2020,70.52,523000.5,105.31884197364624,4.9,9997.0,31.0,53.0,87.1,52.9,70.78200000000001
542,Липецкая область,2020,70.59,618273.1,103.3053869133661,4.3,9828.0,1631.0,322.0,81.6,40.4,70.16
584,Московская область,2020,71.67,5406076.5,101.7923241768946,3.6,13169.0,600.0,203.0,76.8,42.5,69.97857142857143
731,Орловская область,2020,70.1,282883.7,103.68151512223405,6.1,10378.0,6.0,27.0,78.4,45.5,70.09
1172,Рязанская область,2020,70.95,461214.6,101.77161563643368,5.4,10785.0,273.0,77.0,76.2,53.4,70.97
1277,Смоленская область,2020,70.1,365048.1,102.51450676982591,5.3,10752.0,259.0,58.0,96.6,52.2,71.02
1319,Тамбовская область,2020,71.78,376258.7,104.07849172758756,4.6,10178.0,13.0,69.0,74.0,42.5,70.40333333333332
1340,Тверская область,2020,69.76,486599.1,103.94126738794436,4.4,11138.0,51.0,97.0,92.3,46.0,0.0
1382,Тульская область,2020,70.2,713110.4,103.34522317555192,4.4,10999.0,615.0,119.0,82.8,38.4,72.262
1550,Ярославская область,2020,70.94,611748.5,100.89362928797924,7.3,10668.0,19.0,84.0,93.0,56.1,70.98333333333332
1571,г. Москва,2020,76.2,20260717.7,103.06974936856422,2.6,17740.0,117.0,60.0,69.8,68.2,71.425
962,Республика Карелия,2020,69.63,322803.6,104.1085345905898,8.7,14196.0,129.0,129.0,88.1,59.5,70.87875
983,Республика Коми,2020,70.3,613266.9,102.10897986449088,7.7,14567.0,274.0,350.0,104.5,55.3,70.766
59,Архангельская область,2020,71.35,781819.0,102.77670651754724,7.4,13304.0,342.0,191.0,87.5,59.6,71.2475
185,Вологодская область,2020,70.71,624437.1,105.38483768423082,6.1,11428.0,826.0,377.0,77.2,36.2,71.47999999999999
311,Калининградская область,2020,72.93,549311.2,99.18950212273252,5.9,12084.0,55.0,21.0,77.5,46.4,69.94666666666666
521,Ленинградская область,2020,71.53,1238641.3,101.13669484115417,5.3,11289.0,1017.0,214.0,57.0,35.5,71.74600000000001
605,Мурманская область,2020,69.81,798450.1,105.07456904900252,7.7,17723.0,1715.0,199.0,111.9,55.2,70.9
647,Новгородская область,2020,69.59,279689.3,102.44043599884247,5.8,11352.0,189.0,63.0,81.9,42.8,71.74000000000001
794,Псковская область,2020,69.13,201756.7,103.86332750922152,6.5,11441.0,17.0,37.0,96.8,33.2,69.97666666666666
1592,г. Санкт-Петербург,2020,73.99,5332558.3,100.95920937893617,2.9,11910.0,38.0,67.0,79.7,86.0,69.95125
815,Республика Адыгея,2020,73.27,142913.5,102.89855072463769,8.5,9876.0,6.0,8.0,64.1,37.2,71.03
941,Республика Калмыкия,2020,72.93,94025.9,107.55478662053058,9.6,10443.0,0.4,3.0,77.7,50.1,70.185
437,Краснодарский край,2020,72.24,2667228.2,103.18767561282824,5.7,11261.0,1141.0,415.0,71.3,44.2,70.9325
80,Астраханская область,2020,72.01,527290.2,104.45155659004944,7.9,10793.0,27.0,112.0,89.3,64.0,72.7175
164,Волгоградская область,2020,71.98,977707.7,104.15458937198068,7.6,9864.0,110.0,175.0,86.0,44.9,71.16666666666666
1151,Ростовская область,2020,72.04,1714576.7,102.1297192642788,5.0,10787.0,730.0,175.0,77.6,38.4,69.91
899,Республика Дагестан,2020,76.43,740798.8,111.6,15.7,10465.0,4.0,10.0,69.3,41.0,70.404
920,Республика Ингушетия,2020,81.48,70857.40000000001,104.31932124951793,29.8,10353.0,0.0,2.0,49.8,45.8,70.094
290,Кабардино-Балкарская Республика,2020,74.37,180077.5,104.9537393986122,14.8,11311.0,0.1,3.0,75.1,46.4,69.55
353,Карачаево-Черкесская Республика,2020,74.82,95297.1,107.0117828858412,14.7,10277.0,239.0,16.0,82.6,41.8,70.1875
1067,Республика Северная Осетия - Алания,2020,74.08,179159.0,103.02264554378462,15.4,9854.0,4.0,10.0,96.7,70.2,71.35
1298,Ставропольский край,2020,73.2,846890.1,102.49494268374916,6.2,9777.0,64.0,110.0,86.0,44.3,72.3725
857,Республика Башкортостан,2020,70.36,1694189.7,102.54924681344148,5.9,9834.0,311.0,441.0,78.1,43.9,70.428
1004,Республика Марий Эл,2020,71.05,197948.7,103.75896144158108,6.8,9846.0,10.0,55.0,80.5,36.1,70.53999999999999
1025,Республика Мордовия,2020,71.6,266387.0,105.0632911392405,5.3,9378.0,323.0,59.0,79.5,53.9,70.425
1088,Республика Татарстан,2020,72.61,2631286.8,103.10378273520855,3.6,9600.0,252.0,325.0,62.3,43.2,70.45
1424,Удмуртская Республика,2020,71.03,684430.6,103.38818973862536,6.3,10314.0,88.0,131.0,78.4,52.4,70.8
1508,Чувашская Республика,2020,71.03,346046.4,104.26586337576522,6.1,9804.0,7.0,25.0,86.4,51.1,70.925
395,Кировская область,2020,71.42,396946.8,104.12857280338754,5.4,10710.0,183.0,87.0,94.4,53.0,69.90666666666667
626,Нижегородская область,2020,70.33,1600333.4,102.82083373447576,4.6,10372.0,82.0,122.0,90.3,48.9,70.27
710,Оренбургская область,2020,69.73,1046728.3,103.79377431906616,5.9,9760.0,497.0,405.0,81.1,48.1,73.02600000000001
752,Пензенская область,2020,71.34,484785.4,102.89855072463769,5.0,9610.0,1072.0,33.0,81.3,45.4,69.85999999999999
1193,Самарская область,2020,70.45,1625461.8,102.55421686746988,4.4,10962.0,463.0,255.0,73.9,49.0,71.40333333333332
1214,Саратовская область,2020,71.14,856515.7,104.66788076296368,5.6,9631.0,340.0,127.0,94.6,50.1,70.17750000000001
1445,Ульяновская область,2020,70.98,438968.9,102.1686746987952,4.9,10306.0,18.0,31.0,82.0,43.4,71.0
479,Курганская область,2020,69.94,240188.2,104.26494656782516,8.2,10452.0,28.0,39.0,90.8,30.0,72.77250000000001
1256,Свердловская область,2020,70.15,2512654.9,102.09627329192546,5.8,10817.0,6893.0,784.0,87.3,45.4,70.878
1403,Тюменская область,2020,72.24,7280595.6,105.29904539255796,3.6,14740.0,422.0,2183.0,71.9,56.9,72.15125
1487,Челябинская область,2020,70.29,1602739.4,101.65393171486603,6.8,11232.0,1871.0,457.0,79.8,42.4,70.8575
836,Республика Алтай,2020,69.15,62850.8,105.52910309979592,14.0,10697.0,1.0,7.0,76.3,47.7,72.19285714285714
1109,Республика Тыва,2020,66.25,82230.8,103.96611474778592,8.7,10674.0,10.0,110.0,105.7,39.7,0.0
1130,Республика Хакасия,2020,70.06,266213.2,103.82460884682249,5.9,11795.0,214.0,175.0,74.3,45.4,70.898
17,Алтайский край,2020,70.19,664129.2,105.50769528603232,6.0,10211.0,520.0,2540.0,95.2,50.5,71.58
458,Красноярский край,2020,69.82,2725096.7,100.63866847300172,7.7,13053.0,5731.0,655.0,81.5,49.1,71.04285714285714
269,Иркутская область,2020,68.25,1494326.6,102.88424312814556,6.7,11982.0,2414.0,1612.0,93.4,44.4,72.82600000000001
374,Кемеровская область,2020,68.51,1045077.1,103.73242850218128,6.7,10403.0,3049.0,164.0,92.0,55.7,71.92666666666666
668,Новосибирская область,2020,70.32,1358350.1,103.23203087313073,8.9,11845.0,831.0,147.0,94.9,51.9,72.41400000000002
689,Омская область,2020,70.32,770280.4,102.85769267776388,8.6,10324.0,1452.0,177.0,82.5,53.4,72.49000000000001
1361,Томская область,2020,71.17,553211.6,102.18908326163849,10.5,11850.0,192.0,1120.0,90.8,44.9,71.3225
878,Республика Бурятия,2020,70.29,302800.4,107.0156866519103,18.0,12333.0,554.0,5.0,85.1,50.1,70.37666666666667
1046,Республика Саха (Якутия),2020,71.1,1133688.2,102.91020486310548,7.4,17824.0,479.0,286.0,86.1,60.0,71.52833333333334
773,Приморский край,2020,69.55,1105672.6,103.08582449373192,5.5,14025.0,1303.0,170.0,98.5,51.6,71.114
1466,Хабаровский край,2020,68.61,856904.8,101.8875192604006,4.0,15569.0,483.0,121.0,83.2,57.7,71.34750000000001
38,Амурская область,2020,67.38,449317.5,105.23321956769055,6.0,13530.0,331.0,136.0,96.0,56.0,71.04599999999999
563,Магаданская область,2020,69.04,285146.0,105.03875968992249,5.6,20830.0,41.0,40.0,111.8,63.2,70.235
1235,Сахалинская область,2020,69.73,1001689.4,101.65257494235205,5.5,16130.0,62.0,64.0,119.2,66.8,70.87666666666667
227,Еврейская автономная область,2020,67.5,63177.1,103.72062042059189,6.3,15416.0,106.0,17.0,119.2,38.6,73.99
1529,Чукотский автономный округ,2020,65.82,119949.4,110.5330322960636,4.4,23999.0,21.0,17.0,134.1,76.7,69.81
102,Белгородская область,2021,70.67,1359965.6,104.4,4.2,9720.0,874.0,156.0,70.7,41.8,72.03666666666666
123,Брянская область,2021,68.67,482669.4,104.1,3.4,11280.0,146.0,44.0,73.9,39.2,69.18333333333334
144,Владимирская область,2021,68.11,730328.8,104.7,3.9,11093.0,12.0,62.0,86.1,37.0,68.9025
207,Воронежская область,2021,69.49,1273851.9,103.8,3.8,9747.0,137.0,111.0,77.9,53.2,69.275
249,Ивановская область,2021,69.02,308392.2,103.2,4.5,10761.0,7.0,25.0,87.8,47.1,70.25999999999999
333,Калужская область,2021,69.16,671155.5,103.2,4.0,11618.0,50.0,30.0,72.4,41.8,71.0825
417,Костромская область,2021,68.78,247508.0,104.0,4.4,11241.0,29.0,41.0,100.6,40.0,70.44000000000001
501,Курская область,2021,68.56,688469.1,104.4,4.0,10459.0,43.0,56.0,88.5,53.1,69.296
543,Липецкая область,2021,68.58,853038.4,101.2,4.2,9945.0,2097.0,322.0,81.6,40.1,68.5725
585,Московская область,2021,70.35,6809951.1,102.6,3.4,13580.0,494.0,171.0,65.5,42.1,68.40571428571428
732,Орловская область,2021,68.97,338266.1,104.5,4.7,10722.0,11.0,27.0,78.8,45.7,68.64
1173,Рязанская область,2021,68.61,544053.6,103.6,4.0,10785.0,1241.0,97.0,76.5,54.3,69.23
1278,Смоленская область,2021,68.0,428827.5,103.2,5.0,11201.0,215.0,55.0,96.8,52.0,69.39
1320,Тамбовская область,2021,69.88,442996.9,102.7,3.9,10221.0,12.0,68.0,75.1,45.2,68.91333333333333
1341,Тверская область,2021,67.87,564548.5,104.2,3.9,11234.14,160.0,63.0,94.0,46.9,0.0
1383,Тульская область,2021,68.97,887541.1,101.9,3.8,11134.0,424.0,116.0,83.6,39.4,71.176
1551,Ярославская область,2021,69.07,695015.4,102.0,5.9,10742.0,15.0,87.0,98.1,55.4,69.27333333333333
1572,г. Москва,2021,74.55,24265759.9,106.8,2.6,18029.0,182.0,63.0,61.7,70.8,69.79833333333332
963,Республика Карелия,2021,67.31,447564.1,99.1,6.6,14467.0,149.0,136.0,86.3,60.6,69.1325
984,Республика Коми,2021,68.32,869995.8,100.2,7.0,14567.0,282.0,370.0,99.3,54.8,68.864
60,Архангельская область,2021,69.6,1080494.9,101.8,6.6,13857.0,405.0,197.0,90.6,60.8,69.66749999999999
186,Вологодская область,2021,69.08,1026496.5,99.4,4.7,11767.0,822.0,380.0,77.1,35.7,69.84166666666667
312,Калининградская область,2021,70.99,683811.6,105.6,5.0,12067.0,65.0,23.0,77.5,48.3,68.67999999999999
522,Ленинградская область,2021,70.17,1473287.1,102.9,3.7,11289.0,617.0,234.0,58.4,36.3,70.552
606,Мурманская область,2021,68.29,1106607.7,104.8,5.8,18625.0,1627.0,134.0,109.3,55.5,69.488
648,Новгородская область,2021,67.64,345664.3,107.9,4.1,11408.0,197.0,66.0,80.8,43.5,70.69833333333334
795,Псковская область,2021,67.69,227739.7,105.7,4.7,11807.0,14.0,39.0,91.5,34.5,68.66333333333333
1593,г. Санкт-Петербург,2021,72.51,9420445.3,104.2,2.0,11910.4,33.0,72.0,81.2,87.9,68.5975
816,Республика Адыгея,2021,71.22,171386.1,104.2,8.3,9779.0,2.0,8.0,63.5,37.1,69.99
942,Республика Калмыкия,2021,71.4,102377.2,94.6,9.0,10631.0,0.0,4.0,79.8,49.7,68.46499999999999
438,Краснодарский край,2021,70.53,3280988.8,105.2,5.0,11397.0,1019.0,435.0,72.9,44.1,69.4875
81,Астраханская область,2021,69.9,663770.6,101.5,7.7,11069.0,15.0,91.0,85.4,61.4,71.0925
165,Волгоградская область,2021,69.96,1067376.2,101.9,4.9,10158.0,120.0,223.0,86.1,44.2,69.59666666666666
1152,Ростовская область,2021,69.79,2042953.9,103.2,4.0,11053.0,861.0,177.0,77.9,38.8,68.688
900,Республика Дагестан,2021,76.59,802523.3,92.3,15.1,10628.0,12.0,11.0,64.3,40.5,68.992
921,Республика Ингушетия,2021,80.52,71831.70000000001,98.2,30.9,10964.0,0.0,2.0,46.9,46.0,68.822
291,Кабардино-Балкарская Республика,2021,73.77,212776.9,98.8,11.7,12576.0,0.1,5.0,69.8,45.6,68.61
354,Карачаево-Черкесская Республика,2021,73.47,108591.7,103.8,12.3,10451.0,7.0,14.0,73.4,42.7,68.7575
1068,Республика Северная Осетия - Алания,2021,72.47,197993.1,101.1,13.4,10596.0,4.0,10.0,78.9,68.5,69.6
1299,Ставропольский край,2021,71.66,1037863.5,103.0,5.3,10081.0,69.0,124.0,78.9,44.8,70.64
858,Республика Башкортостан,2021,69.49,2016023.7,103.7,4.3,10015.0,317.0,449.0,76.3,43.6,68.82400000000001
1005,Республика Марий Эл,2021,69.46,226451.5,103.4,5.3,10184.0,12.0,39.0,81.5,36.7,68.525
1026,Республика Мордовия,2021,70.24,304167.2,104.5,4.2,9716.0,368.0,53.0,78.3,55.2,69.16499999999999
1089,Республика Татарстан,2021,71.28,3533272.5,107.7,2.6,9955.0,241.0,323.0,62.2,43.1,69.33
1425,Удмуртская Республика,2021,69.99,867612.5,102.5,4.5,10465.0,92.0,145.0,79.9,53.6,69.084
1509,Чувашская Республика,2021,69.99,399899.3,105.3,4.8,9804.0,8.0,27.0,82.4,52.2,69.05000000000001
396,Кировская область,2021,69.73,488594.5,103.3,4.9,10710.0,147.0,89.0,96.8,53.2,67.97
627,Нижегородская область,2021,68.93,1931254.1,102.8,4.2,10833.0,76.0,123.0,91.6,49.9,68.52250000000001
711,Оренбургская область,2021,68.21,1409921.0,102.3,4.7,9938.0,826.0,433.0,79.0,47.6,71.89200000000001
753,Пензенская область,2021,69.97,540115.8,102.1,4.2,9610.0,909.0,29.0,82.1,46.6,68.24333333333333
1194,Самарская область,2021,69.33,2157662.0,102.9,3.5,10979.0,224.0,235.0,73.6,48.7,69.83333333333333
1215,Саратовская область,2021,69.08,1009797.7,104.3,4.5,9844.0,369.0,117.0,95.2,50.1,68.73375
1446,Ульяновская область,2021,69.05,508499.1,103.5,4.3,10642.0,18.0,31.0,82.0,42.8,69.298
480,Курганская область,2021,68.29,272175.2,101.5,7.6,10696.0,33.0,40.0,102.3,29.9,71.085
1257,Свердловская область,2021,68.79,3083947.1,105.3,4.1,11206.0,7778.0,784.0,89.6,44.7,69.36800000000001
1404,Тюменская область,2021,71.26,11492922.3,101.4,3.2,11748.0,411.0,2343.0,74.7,58.2,70.61
1488,Челябинская область,2021,69.16,2064927.6,105.3,4.9,11430.0,2864.0,467.0,79.3,42.6,69.17750000000001
837,Республика Алтай,2021,67.86,74513.4,103.8,12.0,10838.0,0.6,7.0,76.5,45.9,70.73714285714286
1110,Республика Тыва,2021,66.87,91529.3,100.7,6.4,11494.0,10.0,110.0,111.2,40.9,0.0
1131,Республика Хакасия,2021,68.49,315304.4,104.4,5.5,11784.0,204.0,177.0,70.8,45.2,69.55199999999999
18,Алтайский край,2021,68.6,869672.1,104.1,3.6,10665.0,534.0,2418.0,95.2,49.5,70.34400000000001
459,Красноярский край,2021,68.34,3122115.3,103.9,6.0,13409.0,5558.0,663.0,80.1,49.5,69.55714285714285
270,Иркутская область,2021,66.8,1972480.5,104.5,5.4,12243.0,2520.0,1603.0,90.0,43.6,71.526
375,Кемеровская область,2021,67.61,1823647.7,101.2,6.1,10727.0,3309.0,188.0,94.1,56.4,70.35166666666666
669,Новосибирская область,2021,69.19,1628844.4,99.0,6.5,12284.0,1008.0,159.0,92.6,52.0,70.638
690,Омская область,2021,69.02,796044.1,103.9,6.8,10635.0,1618.0,178.0,82.9,59.6,71.394
1362,Томская область,2021,69.7,723226.5,101.7,9.5,12218.0,123.0,1275.0,100.8,43.6,69.6575
879,Республика Бурятия,2021,68.91,356150.2,98.1,15.0,12810.0,518.0,7.0,79.5,49.7,68.62666666666667
1047,Республика Саха (Якутия),2021,69.98,1672273.8,103.4,6.9,18368.0,435.0,390.0,84.7,59.7,70.18833333333332
774,Приморский край,2021,68.61,1354099.5,104.7,4.2,13963.0,1556.0,197.0,97.5,51.4,69.814
1467,Хабаровский край,2021,67.85,1017795.1,105.0,3.1,16222.0,493.0,125.0,92.3,56.6,69.69
39,Амурская область,2021,66.3,548269.8,106.2,5.2,14017.0,380.0,150.0,99.4,57.5,69.52000000000001
564,Магаданская область,2021,67.41,320159.6,102.9,4.9,21102.0,57.0,39.0,104.6,63.9,68.83
1236,Сахалинская область,2021,68.42,1237949.8,96.9,5.2,15906.0,71.0,62.0,118.9,68.1,69.06833333333333
228,Еврейская автономная область,2021,66.12,79156.9,101.4,5.6,16386.0,80.0,17.0,132.2,36.2,72.51
1530,Чукотский автономный округ,2021,64.87,140026.3,104.6,2.6,24164.0,17.0,18.0,134.8,77.4,68.29
103,Белгородская область,2022,73.03,1282187.9,99.44680796615518,3.7,11692.0,761.0,158.0,69.4,42.7,74.75333333333333
124,Брянская область,2022,71.22,547720.9,99.70214849123748,3.2,13127.0,422.0,54.0,74.4,38.7,70.83666666666666
145,Владимирская область,2022,70.8,779080.5,100.04613386137396,2.6,13501.0,13.0,73.0,83.8,37.9,71.2375
