region,year,living_wage
Кемеровская область,2012,5698.0
Новосибирская область,2012,6989.0
Омская область,2012,5773.0
Томская область,2012,7077.0
Республика Саха (Якутия),2012,10682.0
Приморский край,2012,7839.0
Хабаровский край,2012,9482.0
Амурская область,2012,8369.0
Магаданская область,2012,11001.0
Сахалинская область,2012,10034.0
Еврейская автономная область,2012,8252.0
Чукотский автономный округ,2012,
Белгородская область,2013,6106.0
Брянская область,2013,6543.0
Владимирская область,2013,6989.0
Воронежская область,2013,6043.0
Ивановская область,2013,7036.0
Калужская область,2013,6682.0
Костромская область,2013,6916.0
Курская область,2013,5925.0
Липецкая область,2013,6215.0
Московская область,2013,8072.0
Орловская область,2013,6443.0
Рязанская область,2013,6677.0
Смоленская область,2013,7663.0
Тамбовская область,2013,5230.0
Тверская область,2013,7121.0
Тульская область,2013,6740.0
Ярославская область,2013,6500.0
г. Москва,2013,10965.0
Республика Карелия,2013,8531.0
Республика Коми,2013,9496.0
Архангельская область,2013,10243.0
Вологодская область,2013,7474.0
Калининградская область,2013,7026.0
Ленинградская область,2013,6524.0
Мурманская область,2013,10113.0
Новгородская область,2013,7166.0
Псковская область,2013,7337.0
г. Санкт-Петербург,2013,7072.0
Республика Адыгея,2013,6282.0
Республика Калмыкия,2013,6823.0
Краснодарский край,2013,7155.0
Астраханская область,2013,6271.0
Волгоградская область,2013,6676.0
Ростовская область,2013,6988.0
Республика Дагестан,2013,6791.0
Республика Ингушетия,2013,6803.0
Кабардино-Балкарская Республика,2013,6573.0
Карачаево-Черкесская Республика,2013,6625.0
Республика Северная Осетия - Алания,2013,6496.0
Ставропольский край,2013,6543.0
Республика Башкортостан,2013,6446.0
Республика Марий Эл,2013,6198.0
Республика Мордовия,2013,6260.0
Республика Татарстан,2013,6278.0
Удмуртская Республика,2013,6375.0
Чувашская Республика,2013,6049.0
Кировская область,2013,6905.0
Нижегородская область,2013,6488.0
Оренбургская область,2013,6131.0
Пензенская область,2013,6057.0
Самарская область,2013,7482.0
Саратовская область,2013,6126.0
Ульяновская область,2013,6472.0
Курганская область,2013,6509.0
Свердловская область,2013,7238.0
Тюменская область,2013,7716.0
Челябинская область,2013,6936.0
Республика Алтай,2013,6924.0
Республика Бурятия,2013,7301.0
Республика Тыва,2013,8137.0
Республика Хакасия,2013,7101.0
Алтайский край,2013,6561.0
Красноярский край,2013,8249.0
Иркутская область,2013,7768.0
Кемеровская область,2013,6682.0
Новосибирская область,2013,7764.0
Омская область,2013,6302.0
Томская область,2013,7765.0
Республика Саха (Якутия),2013,11923.0
Приморский край,2013,9649.0
Хабаровский край,2013,10182.0
Амурская область,2013,9251.0
Магаданская область,2013,14084.0
Сахалинская область,2013,11083.0
Еврейская автономная область,2013,9532.0
Чукотский автономный округ,2013,
Белгородская область,2014,6842.0
Брянская область,2014,7565.0
Владимирская область,2014,7954.0
Воронежская область,2014,7026.0
Ивановская область,2014,8170.0
Калужская область,2014,7704.0
Костромская область,2014,7668.0
Курская область,2014,6754.0
Липецкая область,2014,7062.0
Московская область,2014,9150.0
Орловская область,2014,7334.0
Рязанская область,2014,7172.0
Смоленская область,2014,8695.0
Тамбовская область,2014,6850.0
Тверская область,2014,8282.0
Тульская область,2014,7579.0
Ярославская область,2014,7300.0
г. Москва,2014,12542.0
Республика Карелия,2014,9682.0
Республика Коми,2014,10817.0
Архангельская область,2014,11323.0
Вологодская область,2014,8578.0
Калининградская область,2014,8021.0
Ленинградская область,2014,6984.0
Мурманская область,2014,11627.0
Новгородская область,2014,7915.0
Псковская область,2014,8518.0
г. Санкт-Петербург,2014,8479.0
Республика Адыгея,2014,7164.0
Республика Калмыкия,2014,7750.0
Краснодарский край,2014,8027.0
Астраханская область,2014,7120.0
Волгоградская область,2014,7901.0
Ростовская область,2014,7967.0
Республика Дагестан,2014,7453.0
Республика Ингушетия,2014,7396.0
Кабардино-Балкарская Республика,2014,7357.0
Карачаево-Черкесская Республика,2014,7339.0
Республика Северная Осетия - Алания,2014,7284.0
Ставропольский край,2014,7154.0
Республика Башкортостан,2014,7234.0
Республика Марий Эл,2014,7201.0
Республика Мордовия,2014,6997.0
Республика Татарстан,2014,6988.0
Удмуртская Республика,2014,7324.0
Чувашская Республика,2014,6988.0
Кировская область,2014,7641.0
Нижегородская область,2014,7454.0
Оренбургская область,2014,6971.0
Пензенская область,2014,6839.0
Самарская область,2014,7954.0
Саратовская область,2014,6932.0
Ульяновская область,2014,7298.0
Курганская область,2014,7605.0
Свердловская область,2014,8025.0
Тюменская область,2014,8470.0
Челябинская область,2014,7944.0
Республика Алтай,2014,8175.0
Республика Бурятия,2014,8263.0
Республика Тыва,2014,8624.0
Республика Хакасия,2014,8006.0
Алтайский край,2014,7580.0
Красноярский край,2014,9186.0
Иркутская область,2014,8629.0
Кемеровская область,2014,7569.0
Новосибирская область,2014,8945.0
Омская область,2014,7253.0
Томская область,2014,8691.0
Республика Саха (Якутия),2014,13332.0
Приморский край,2014,10683.0
Хабаровский край,2014,11495.0
Амурская область,2014,9539.0
Магаданская область,2014,15415.0
Сахалинская область,2014,12213.0
Еврейская автономная область,2014,10870.0
Чукотский автономный округ,2014,13571.0
Белгородская область,2015,7918.0
Брянская область,2015,8723.0
Владимирская область,2015,8908.0
Воронежская область,2015,7884.0
Ивановская область,2015,9041.0
Калужская область,2015,8958.0
Костромская область,2015,8742.0
Курская область,2015,7916.0
Липецкая область,2015,8008.0
Московская область,2015,10460.0
Орловская область,2015,8419.0
Рязанская область,2015,8450.0
Смоленская область,2015,9918.0
Тамбовская область,2015,7834.0
Тверская область,2015,9427.0
Тульская область,2015,8626.0
Ярославская область,2015,8315.0
г. Москва,2015,14413.0
Республика Карелия,2015,11569.0
Республика Коми,2015,12069.0
Архангельская область,2015,12880.0
Вологодская область,2015,9678.0
Калининградская область,2015,9630.0
Ленинградская область,2015,8722.0
Мурманская область,2015,13582.0
Новгородская область,2015,9221.0
Псковская область,2015,10008.0
г. Санкт-Петербург,2015,10043.0
Республика Адыгея,2015,8211.0
Республика Калмыкия,2015,7934.0
Краснодарский край,2015,9261.0
Астраханская область,2015,8236.0
Волгоградская область,2015,8669.0
Ростовская область,2015,9109.0
Республика Дагестан,2015,8658.0
Республика Ингушетия,2015,8567.0
Кабардино-Балкарская Республика,2015,9366.0
Карачаево-Черкесская Республика,2015,8530.0
Республика Северная Осетия - Алания,2015,8578.0
Ставропольский край,2015,8027.0
Республика Башкортостан,2015,8428.0
Республика Марий Эл,2015,7863.0
Республика Мордовия,2015,7775.0
Республика Татарстан,2015,
Удмуртская Республика,2015,8473.0
Чувашская Республика,2015,8071.0
Кировская область,2015,9276.0
Нижегородская область,2015,8382.0
Оренбургская область,2015,8053.0
Пензенская область,2015,8120.0
Самарская область,2015,8873.0
Саратовская область,2015,7986.0
Ульяновская область,2015,8528.0
Курганская область,2015,8793.0
Свердловская область,2015,9670.0
Тюменская область,2015,9692.0
Челябинская область,2015,9038.0
Республика Алтай,2015,9260.0
Республика Бурятия,2015,9259.0
Республика Тыва,2015,9564.0
Республика Хакасия,2015,8905.0
Алтайский край,2015,8785.0
Красноярский край,2015,10598.0
Иркутская область,2015,9814.0
Кемеровская область,2015,8566.0
Новосибирская область,2015,10117.0
Омская область,2015,8338.0
Томская область,2015,10387.0
Республика Саха (Якутия),2015,15515.0
Приморский край,2015,12535.0
Хабаровский край,2015,13427.0
Амурская область,2015,11555.0
Магаданская область,2015,17469.0
Сахалинская область,2015,13533.0
Еврейская автономная область,2015,12228.0
Чукотский автономный округ,2015,16845.0
Белгородская область,2016,8099.0
Брянская область,2016,8971.0
Владимирская область,2016,9092.0
Воронежская область,2016,8121.0
Ивановская область,2016,9373.0
Калужская область,2016,9349.0
Костромская область,2016,9195.0
Курская область,2016,8258.0
Липецкая область,2016,8313.0
Московская область,2016,11021.0
Орловская область,2016,8739.0
Рязанская область,2016,8658.0
Смоленская область,2016,10074.0
Тамбовская область,2016,8268.0
Тверская область,2016,9590.0
Тульская область,2016,9035.0
Ярославская область,2016,8903.0
г. Москва,2016,15092.0
Республика Карелия,2016,12007.0
Республика Коми,2016,12128.0
Архангельская область,2016,10944.0
Вологодская область,2016,9980.0
Калининградская область,2016,9948.0
Ленинградская область,2016,9211.0
Мурманская область,2016,13562.0
Новгородская область,2016,9751.0
Псковская область,2016,10417.0
г. Санкт-Петербург,2016,10526.0
Республика Адыгея,2016,8521.0
Республика Калмыкия,2016,8372.0
Краснодарский край,2016,9603.0
Астраханская область,2016,8730.0
Волгоградская область,2016,8794.0
Ростовская область,2016,9414.0
Республика Дагестан,2016,9076.0
Республика Ингушетия,2016,8881.0
Кабардино-Балкарская Республика,2016,10183.0
Карачаево-Черкесская Республика,2016,8815.0
Республика Северная Осетия - Алания,2016,8896.0
Ставропольский край,2016,8148.0
Республика Башкортостан,2016,8323.0
Республика Марий Эл,2016,8682.0
Республика Мордовия,2016,7776.0
Республика Татарстан,2016,8108.0
Удмуртская Республика,2016,8594.0
Чувашская Республика,2016,8346.0
Кировская область,2016,9276.0
Нижегородская область,2016,8639.0
Оренбургская область,2016,8242.0
Пензенская область,2016,8398.0
Самарская область,2016,9664.0
Саратовская область,2016,8168.0
Ульяновская область,2016,8826.0
Курганская область,2016,9142.0
Свердловская область,2016,9973.0
Тюменская область,2016,9855.0
Челябинская область,2016,8984.0
Республика Алтай,2016,9353.0
Республика Бурятия,2016,9247.0
Республика Тыва,2016,9775.0
Республика Хакасия,2016,8958.0
Алтайский край,2016,8708.0
Красноярский край,2016,10821.0
Иркутская область,2016,9862.0
Кемеровская область,2016,8748.0
Новосибирская область,2016,10225.0
Омская область,2016,8442.0
Томская область,2016,10262.0
Республика Саха (Якутия),2016,16080.0
Приморский край,2016,12456.0
Хабаровский край,2016,12910.0
Амурская область,2016,11374.0
Магаданская область,2016,17764.0
Сахалинская область,2016,13728.0
Еврейская автономная область,2016,12574.0
Чукотский автономный округ,2016,17775.0
Белгородская область,2017,8281.0
Брянская область,2017,9279.0
Владимирская область,2017,9104.0
Воронежская область,2017,8034.0
Ивановская область,2017,9488.0
Калужская область,2017,9601.0
Костромская область,2017,9291.0
Курская область,2017,8476.0
Липецкая область,2017,8313.0
Московская область,2017,11365.0
Орловская область,2017,8932.0
Рязанская область,2017,8898.0
Смоленская область,2017,9664.0
Тамбовская область,2017,8214.0
Тверская область,2017,9665.0
Тульская область,2017,9065.0
Ярославская область,2017,8994.0
г. Москва,2017,15397.0
Республика Карелия,2017,12203.0
Республика Коми,2017,12539.0
Архангельская область,2017,11380.0
Вологодская область,2017,10234.0
Калининградская область,2017,10343.0
Ленинградская область,2017,9628.0
Мурманская область,2017,13787.0
Новгородская область,2017,9886.0
Псковская область,2017,10184.0
г. Санкт-Петербург,2017,10792.0
Республика Адыгея,2017,8579.0
Республика Калмыкия,2017,8551.0
Краснодарский край,2017,9925.0
Астраханская область,2017,9040.0
Волгоградская область,2017,8720.0
Ростовская область,2017,9262.0
Республика Дагестан,2017,9239.0
Республика Ингушетия,2017,9111.0
Кабардино-Балкарская Республика,2017,10140.0
Карачаево-Черкесская Республика,2017,8719.0
Республика Северная Осетия - Алания,2017,8742.0
Ставропольский край,2017,8248.0
Республика Башкортостан,2017,8318.0
Республика Марий Эл,2017,8742.0
Республика Мордовия,2017,7824.0
Республика Татарстан,2017,8334.0
Удмуртская Республика,2017,8453.0
Чувашская Республика,2017,8236.0
Кировская область,2017,9627.0
Нижегородская область,2017,8739.0
Оренбургская область,2017,8234.0
Пензенская область,2017,8326.0
Самарская область,2017,9400.0
Саратовская область,2017,8222.0
Ульяновская область,2017,9062.0
Курганская область,2017,9220.0
Свердловская область,2017,10031.0
Тюменская область,2017,10197.0
Челябинская область,2017,8962.0
Республика Алтай,2017,9405.0
Республика Бурятия,2017,9563.0
Республика Тыва,2017,9342.0
Республика Хакасия,2017,9133.0
Алтайский край,2017,8657.0
Красноярский край,2017,11043.0
Иркутская область,2017,9825.0
Кемеровская область,2017,8879.0
Новосибирская область,2017,10316.0
Омская область,2017,8464.0
Томская область,2017,10379.0
Республика Саха (Якутия),2017,16610.0
Приморский край,2017,12158.0
Хабаровский край,2017,12954.0
Амурская область,2017,11203.0
Магаданская область,2017,17635.0
Сахалинская область,2017,13329.0
Еврейская автономная область,2017,12161.0
Чукотский автономный округ,2017,20149.0
Белгородская область,2018,8480.0
Брянская область,2018,9655.0
Владимирская область,2018,9523.0
Воронежская область,2018,8612.0
Ивановская область,2018,9900.0
Калужская область,2018,10240.0
Костромская область,2018,9664.0
Курская область,2018,9058.0
Липецкая область,2018,8720.0
Московская область,2018,11764.0
Орловская область,2018,9513.0
Рязанская область,2018,9474.0
Смоленская область,2018,10148.0
Тамбовская область,2018,8722.0
Тверская область,2018,10171.0
Тульская область,2018,9815.0
Ярославская область,2018,9451.0
г. Москва,2018,16087.0
Республика Карелия,2018,12829.0
Республика Коми,2018,12948.0
Архангельская область,2018,11816.0
Вологодская область,2018,10698.0
Калининградская область,2018,10939.0
Ленинградская область,2018,10239.0
Мурманская область,2018,14649.0
Новгородская область,2018,10407.0
Псковская область,2018,10623.0
г. Санкт-Петербург,2018,11055.0
Республика Адыгея,2018,9012.0
Республика Калмыкия,2018,9120.0
Краснодарский край,2018,10228.0
Астраханская область,2018,9581.0
Волгоградская область,2018,9174.0
Ростовская область,2018,9657.0
Республика Дагестан,2018,9315.0
Республика Ингушетия,2018,9992.0
Кабардино-Балкарская Республика,2018,10497.0
Карачаево-Черкесская Республика,2018,9251.0
Республика Северная Осетия - Алания,2018,9014.0
Ставропольский край,2018,8622.0
Республика Башкортостан,2018,8784.0
Республика Марий Эл,2018,8849.0
Республика Мордовия,2018,8503.0
Республика Татарстан,2018,8709.0
Удмуртская Республика,2018,8975.0
Чувашская Республика,2018,8657.0
Кировская область,2018,9897.0
Нижегородская область,2018,9222.0
Оренбургская область,2018,8642.0
Пензенская область,2018,8774.0
Самарская область,2018,9872.0
Саратовская область,2018,8599.0
Ульяновская область,2018,9346.0
Курганская область,2018,9387.0
Свердловская область,2018,10217.0
Тюменская область,2018,10450.0
Челябинская область,2018,9330.0
Республика Алтай,2018,9752.0
Республика Бурятия,2018,10395.0
Республика Тыва,2018,9949.0
Республика Хакасия,2018,9876.0
Алтайский край,2018,9334.0
Красноярский край,2018,11642.0
Иркутская область,2018,10698.0
Кемеровская область,2018,9108.0
Новосибирская область,2018,10552.0
Омская область,2018,8942.0
Томская область,2018,10595.0
Республика Саха (Якутия),2018,16667.0
Приморский край,2018,12623.0
Хабаровский край,2018,13497.0
Амурская область,2018,11172.0
Магаданская область,2018,18910.0
Сахалинская область,2018,14072.0
Еврейская автономная область,2018,13051.0
Чукотский автономный округ,2018,21606.0
Белгородская область,2019,9236.0
Брянская область,2019,10320.0
Владимирская область,2019,9901.0
Воронежская область,2019,8894.0
Ивановская область,2019,9839.0
Калужская область,2019,10565.0
Костромская область,2019,10128.0
Курская область,2019,9449.0
Липецкая область,2019,9169.0
Московская область,2019,12272.0
Орловская область,2019,9810.0
Рязанская область,2019,9615.0
Смоленская область,2019,10330.0
Тамбовская область,2019,9805.0
Тверская область,2019,10400.0
Тульская область,2019,10326.0
Ярославская область,2019,9780.0
г. Москва,2019,16843.0
Республика Карелия,2019,13307.0
Республика Коми,2019,13791.0
Архангельская область,2019,12334.0
Вологодская область,2019,10691.0
Калининградская область,2019,11392.0
Ленинградская область,2019,11028.0
Мурманская область,2019,16688.0
Новгородская область,2019,10673.0
Псковская область,2019,10633.0
г. Санкт-Петербург,2019,11500.0
Республика Адыгея,2019,9119.0
Республика Калмыкия,2019,9700.0
Краснодарский край,2019,10621.0
Астраханская область,2019,10114.0
Волгоградская область,2019,9322.0
Ростовская область,2019,10039.0
Республика Дагестан,2019,9766.0
Республика Ингушетия,2019,10012.0
Кабардино-Балкарская Республика,2019,10872.0
Карачаево-Черкесская Республика,2019,9655.0
Республика Северная Осетия - Алания,2019,9231.0
Ставропольский край,2019,8973.0
Республика Башкортостан,2019,9222.0
Республика Марий Эл,2019,9258.0
Республика Мордовия,2019,9181.0
Республика Татарстан,2019,8938.0
Удмуртская Республика,2019,9455.0
Чувашская Республика,2019,9285.0
Кировская область,2019,10330.0
Нижегородская область,2019,9699.0
Оренбургская область,2019,8991.0
Пензенская область,2019,9179.0
Самарская область,2019,10148.0
Саратовская область,2019,8809.0
Ульяновская область,2019,9630.0
Курганская область,2019,9795.0
Свердловская область,2019,10186.0
Тюменская область,2019,11019.0
Челябинская область,2019,10038.0
Республика Алтай,2019,10041.0
Республика Бурятия,2019,11274.0
Республика Тыва,2019,10384.0
Республика Хакасия,2019,10809.0
Алтайский край,2019,9704.0
Красноярский край,2019,12290.0
Иркутская область,2019,11365.0
Кемеровская область,2019,9764.0
Новосибирская область,2019,11018.0
Омская область,2019,9570.0
Томская область,2019,11140.0
Республика Саха (Якутия),2019,17286.0
Приморский край,2019,13270.0
Хабаровский край,2019,14417.0
Амурская область,2019,12379.0
Магаданская область,2019,19695.0
Сахалинская область,2019,14898.0
Еврейская автономная область,2019,14329.0
Чукотский автономный округ,2019,22098.0
Белгородская область,2020,9593.0
Брянская область,2020,10950.0
Владимирская область,2020,10808.0
Воронежская область,2020,9053.0
Ивановская область,2020,10581.0
Калужская область,2020,10964.0
Костромская область,2020,11010.0
Курская область,2020,9997.0
Липецкая область,2020,9828.0
Московская область,2020,13169.0
Орловская область,2020,10378.0
Рязанская область,2020,10785.0
Смоленская область,2020,10752.0
Тамбовская область,2020,10178.0
Тверская область,2020,11138.0
Тульская область,2020,10999.0
Ярославская область,2020,10668.0
г. Москва,2020,17740.0
Республика Карелия,2020,14196.0
Республика Коми,2020,14567.0
Архангельская область,2020,13304.0
Вологодская область,2020,11428.0
Калининградская область,2020,12084.0
Ленинградская область,2020,11289.0
Мурманская область,2020,17723.0
Новгородская область,2020,11352.0
Псковская область,2020,11441.0
г. Санкт-Петербург,2020,11910.0
Республика Адыгея,2020,9876.0
Республика Калмыкия,2020,10443.0
Краснодарский край,2020,11261.0
Астраханская область,2020,10793.0
Волгоградская область,2020,9864.0
Ростовская область,2020,10787.0
Республика Дагестан,2020,10465.0
Республика Ингушетия,2020,10353.0
Кабардино-Балкарская Республика,2020,11311.0
Карачаево-Черкесская Республика,2020,10277.0
Республика Северная Осетия - Алания,2020,9854.0
Ставропольский край,2020,9777.0
Республика Башкортостан,2020,9834.0
Республика Марий Эл,2020,9846.0
Республика Мордовия,2020,9378.0
Республика Татарстан,2020,9600.0
Удмуртская Республика,2020,10314.0
Чувашская Республика,2020,9804.0
Кировская область,2020,10710.0
Нижегородская область,2020,10372.0
Оренбургская область,2020,9760.0
Пензенская область,2020,9610.0
Самарская область,2020,10962.0
Саратовская область,2020,9631.0
Ульяновская область,2020,10306.0
Курганская область,2020,10452.0
Свердловская область,2020,10817.0
Тюменская область,2020,14740.0
Челябинская область,2020,11232.0
Республика Алтай,2020,10697.0
Республика Бурятия,2020,12333.0
Республика Тыва,2020,10674.0
Республика Хакасия,2020,11795.0
Алтайский край,2020,10211.0
Красноярский край,2020,13053.0
Иркутская область,2020,11982.0
Кемеровская область,2020,10403.0
Новосибирская область,2020,11845.0
Омская область,2020,10324.0
Томская область,2020,11850.0
Республика Саха (Якутия),2020,17824.0
Приморский край,2020,14025.0
Хабаровский край,2020,15569.0
Амурская область,2020,13530.0
Магаданская область,2020,20830.0
Сахалинская область,2020,16130.0
Еврейская автономная область,2020,15416.0
Чукотский автономный округ,2020,23999.0
Белгородская область,2021,9720.0
Брянская область,2021,11280.0
Владимирская область,2021,11093.0
Воронежская область,2021,9747.0
Ивановская область,2021,10761.0
Калужская область,2021,11618.0
Костромская область,2021,11241.0
Курская область,2021,10459.0
Липецкая область,2021,9945.0
Московская область,2021,13580.0
Орловская область,2021,10722.0
Рязанская область,2021,10785.0
Смоленская область,2021,11201.0
Тамбовская область,2021,10221.0
Тверская область,2021,11234.14
Тульская область,2021,11134.0
Ярославская область,2021,10742.0
г. Москва,2021,18029.0
Республика Карелия,2021,14467.0
Республика Коми,2021,14567.0
Архангельская область,2021,13857.0
Вологодская область,2021,11767.0
Калининградская область,2021,12067.0
Ленинградская область,2021,11289.0
Мурманская область,2021,18625.0
Новгородская область,2021,11408.0
Псковская область,2021,11807.0
г. Санкт-Петербург,2021,11910.4
Республика Адыгея,2021,9779.0
Республика Калмыкия,2021,10631.0
Краснодарский край,2021,11397.0
Астраханская область,2021,11069.0
Волгоградская область,2021,10158.0
Ростовская область,2021,11053.0
Республика Дагестан,2021,10628.0
Республика Ингушетия,2021,10964.0
Кабардино-Балкарская Республика,2021,12576.0
Карачаево-Черкесская Республика,2021,10451.0
Республика Северная Осетия - Алания,2021,10596.0
Ставропольский край,2021,10081.0
Республика Башкортостан,2021,10015.0
Республика Марий Эл,2021,10184.0
Республика Мордовия,2021,9716.0
Республика Татарстан,2021,9955.0
Удмуртская Республика,2021,10465.0
Чувашская Республика,2021,9804.0
Кировская область,2021,10710.0
Нижегородская область,2021,10833.0
Оренбургская область,2021,9938.0
Пензенская область,2021,9610.0
Самарская область,2021,10979.0
Саратовская область,2021,9844.0
Ульяновская область,2021,10642.0
Курганская область,2021,10696.0
Свердловская область,2021,11206.0
Тюменская область,2021,11748.0
Челябинская область,2021,11430.0
Республика Алтай,2021,10838.0
Республика Бурятия,2021,12810.0
Республика Тыва,2021,11494.0
Республика Хакасия,2021,11784.0
Алтайский край,2021,10665.0
Красноярский край,2021,13409.0
Иркутская область,2021,12243.0
Кемеровская область,2021,10727.0
Новосибирская область,2021,12284.0
Омская область,2021,10635.0
Томская область,2021,12218.0
Республика Саха (Якутия),2021,18368.0
Приморский край,2021,13963.0
Хабаровский край,2021,16222.0
Амурская область,2021,14017.0
Магаданская область,2021,21102.0
Сахалинская область,2021,15906.0
Еврейская автономная область,2021,16386.0
Чукотский автономный округ,2021,24164.0
Белгородская область,2022,11692.0
Брянская область,2022,13127.0
Владимирская область,2022,13501.0
Воронежская область,2022,11832.0
Ивановская область,2022,12806.0
Калужская область,2022,13363.0
Костромская область,2022,12860.0
Курская область,2022,12110.0
Липецкая область,2022,11553.0
Московская область,2022,16223.0
Орловская область,2022,12945.0
Рязанская область,2022,12388.0
Смоленская область,2022,13363.0
Тамбовская область,2022,12210.0
Тверская область,2022,13363.0
Тульская область,2022,13641.0
Ярославская область,2022,13085.0
г. Москва,2022,20585.0
Республика Карелия,2022,16614.0
Республика Коми,2022,16905.0
Архангельская область,2022,16147.0
Вологодская область,2022,14059.0
Калининградская область,2022,14337.0
Ленинградская область,2022,14059.0
Мурманская область,2022,22250.0
Новгородская область,2022,13641.0
Псковская область,2022,13780.0
г. Санкт-Петербург,2022,14476.0
Республика Адыгея,2022,11970.0
Республика Калмыкия,2022,12945.0
Краснодарский край,2022,13363.0
Астраханская область,2022,13501.0
Волгоградская область,2022,11970.0
Ростовская область,2022,13085.0
Республика Дагестан,2022,12667.0
Республика Ингушетия,2022,13085.0
Кабардино-Балкарская Республика,2022,14894.0
Карачаево-Черкесская Республика,2022,12627.0
Республика Северная Осетия - Алания,2022,12528.0
Ставропольский край,2022,
Республика Башкортостан,2022,12110.0
Республика Марий Эл,2022,12250.0
Республика Мордовия,2022,11832.0
Республика Татарстан,2022,11832.0
Удмуртская Республика,2022,12388.0
Чувашская Республика,2022,11832.0
Кировская область,2022,12388.0
Нижегородская область,2022,13085.0
Оренбургская область,2022,12110.0
Пензенская область,2022,11692.0
Самарская область,2022,13085.0
Саратовская область,2022,11692.0
Ульяновская область,2022,12388.0
Курганская область,2022,13085.0
Свердловская область,2022,13501.0
Тюменская область,2022,13919.0
Челябинская область,2022,13076.0
Республика Алтай,2022,13085.0
Республика Бурятия,2022,15172.0
Республика Тыва,2022,14059.0
Республика Хакасия,2022,14198.0
Алтайский край,2022,12388.0
Красноярский край,2022,15451.0
Иркутская область,2022,14754.0
Кемеровская область,2022,12667.0
Новосибирская область,2022,14053.0
Омская область,2022,12436.0
Томская область,2022,14004.0
Республика Саха (Якутия),2022,21019.0
Приморский край,2022,16564.0
Хабаровский край,2022,18558.0
Амурская область,2022,16174.0
Магаданская область,2022,24220.0
Сахалинская область,2022,18930.0
Еврейская автономная область,2022,18758.0
Чукотский автономный округ,2022,31736.0
Белгородская область,2023,12075.0
Брянская область,2023,13560.0
Владимирская область,2023,13944.0
Воронежская область,2023,12363.0
Ивановская область,2023,13369.0
Калужская область,2023,13800.0
Костромская область,2023,13284.0
Курская область,2023,12506.0
Липецкая область,2023,11931.0
Московская область,2023,17277.0
Орловская область,2023,13369.0
Рязанская область,2023,12794.0
Смоленская область,2023,13944.0
Тамбовская область,2023,12796.0
Тверская область,2023,13944.0
Тульская область,2023,14231.0
Ярославская область,2023,13800.0
г. Москва,2023,21718.0
Республика Карелия,2023,17877.0
Республика Коми,2023,17463.0
Архангельская область,2023,16675.0
Вологодская область,2023,14519.0
Калининградская область,2023,14806.0
Ленинградская область,2023,14806.0
Мурманская область,2023,23474.0
Новгородская область,2023,14088.0
Псковская область,2023,14231.0
г. Санкт-Петербург,2023,15094.0
Республика Адыгея,2023,12363.0
Республика Калмыкия,2023,13656.0
Краснодарский край,2023,13800.0
Астраханская область,2023,13944.0
Волгоградская область,2023,12363.0
Ростовская область,2023,13513.0
Республика Дагестан,2023,13081.0
Республика Ингушетия,2023,13513.0
Кабардино-Балкарская Республика,2023,15381.0
Карачаево-Черкесская Республика,2023,13225.0
Республика Северная Осетия - Алания,2023,12938.0
Ставропольский край,2023,12938.0
Республика Башкортостан,2023,12650.0
Республика Марий Эл,2023,12650.0
Республика Мордовия,2023,12219.0
Республика Татарстан,2023,12219.0
Удмуртская Республика,2023,12794.0
Чувашская Республика,2023,12363.0
Кировская область,2023,12794.0
Нижегородская область,2023,13513.0
Оренбургская область,2023,12506.0
Пензенская область,2023,12075.0
Самарская область,2023,13513.0
Саратовская область,2023,12075.0
Ульяновская область,2023,12794.0
Курганская область,2023,13513.0
Свердловская область,2023,14088.0
Тюменская область,2023,14375.0
Челябинская область,2023,13730.0
Республика Алтай,2023,13513.0
Республика Бурятия,2023,15669.0
Республика Тыва,2023,14519.0
Республика Хакасия,2023,14663.0
Алтайский край,2023,12794.0
Красноярский край,2023,15956.0
Иркутская область,2023,15238.0
Кемеровская область,2023,13081.0
Новосибирская область,2023,14728.0
Омская область,2023,13195.0
Томская область,2023,14466.0
Республика Саха (Якутия),2023,21706.0
Приморский край,2023,17106.0
Хабаровский край,2023,19170.0
Амурская область,2023,17047.0
Магаданская область,2023,25013.0
Сахалинская область,2023,19550.0
Еврейская автономная область,2023,19377.0
Чукотский автономный округ,2023,35938.0
