region,year,vrp
Республика Мордовия,2011,119955.2
Республика Татарстан,2011,1305947.0
Удмуртская Республика,2011,335984.0
Чувашская Республика,2011,188785.7
Кировская область,2011,195269.5
Нижегородская область,2011,770774.0
Оренбургская область,2011,553320.9
Пензенская область,2011,213401.2
Самарская область,2011,834149.3
Саратовская область,2011,431028.0
Ульяновская область,2011,223672.7
Курганская область,2011,136325.1
Свердловская область,2011,1291019.1
Тюменская область,2011,4112596.0
Челябинская область,2011,774401.0
Республика Алтай,2011,26380.8
Республика Тыва,2011,33398.9
Республика Хакасия,2011,113088.1
Алтайский край,2011,332117.8
Красноярский край,2011,1170827.3
Иркутская область,2011,634561.4
Кемеровская область,2011,751198.4
Новосибирская область,2011,598563.5
Омская область,2011,451418.8
Томская область,2011,333885.7
Республика Бурятия,2011,153624.1
Республика Саха (Якутия),2011,486830.9
Приморский край,2011,549722.8
Хабаровский край,2011,399594.2
Амурская область,2011,225401.7
Магаданская область,2011,72174.2
Сахалинская область,2011,600247.9
Еврейская автономная область,2011,39467.0
Чукотский автономный округ,2011,44757.6
Белгородская область,2012,545517.2
Брянская область,2012,207397.5
Владимирская область,2012,286018.6
Воронежская область,2012,563965.4
Ивановская область,2012,136115.0
Калужская область,2012,285256.6
Костромская область,2012,130840.4
Курская область,2012,248213.1
Липецкая область,2012,293301.3
Московская область,2012,2357081.9
Орловская область,2012,146103.2
Рязанская область,2012,253881.6
Смоленская область,2012,201817.0
Тамбовская область,2012,203331.5
Тверская область,2012,268063.9
Тульская область,2012,311240.3
Ярославская область,2012,327279.6
г. Москва,2012,10666870.5
Республика Карелия,2012,160841.5
Республика Коми,2012,479051.3
Архангельская область,2012,472470.9
Вологодская область,2012,355291.3
Калининградская область,2012,265361.2
Ленинградская область,2012,672066.9
Мурманская область,2012,283846.2
Новгородская область,2012,170605.7
Псковская область,2012,107547.5
г. Санкт-Петербург,2012,2280426.0
Республика Адыгея,2012,65300.4
Республика Калмыкия,2012,35897.8
Краснодарский край,2012,1459490.8
Астраханская область,2012,209654.4
Волгоградская область,2012,571516.1
Ростовская область,2012,843560.3
Республика Дагестан,2012,374710.3
Республика Ингушетия,2012,37413.9
Кабардино-Балкарская Республика,2012,106711.2
Карачаево-Черкесская Республика,2012,58712.1
Республика Северная Осетия - Алания,2012,97448.8
Ставропольский край,2012,431753.4
Республика Башкортостан,2012,1149384.6
Республика Марий Эл,2012,117201.1
Республика Мордовия,2012,134315.6
Республика Татарстан,2012,1437001.0
Удмуртская Республика,2012,372782.7
Чувашская Республика,2012,217821.1
Кировская область,2012,208505.4
Нижегородская область,2012,842195.5
Оренбургская область,2012,628563.6
Пензенская область,2012,239962.5
Самарская область,2012,937434.5
Саратовская область,2012,478275.8
Ульяновская область,2012,240556.1
Курганская область,2012,146045.5
Свердловская область,2012,1484879.0
Тюменская область,2012,4625467.5
Челябинская область,2012,841972.2999999999
Республика Алтай,2012,30444.6
Республика Тыва,2012,37369.1
Республика Хакасия,2012,130638.5
Алтайский край,2012,368995.2
Красноярский край,2012,1183228.0
Иркутская область,2012,737971.6
Кемеровская область,2012,718320.4
Новосибирская область,2012,728154.0
Омская область,2012,491507.6
Томская область,2012,371472.9
Республика Бурятия,2012,164737.8
Республика Саха (Якутия),2012,541306.8
Приморский край,2012,557489.3
Хабаровский край,2012,437994.3
Амурская область,2012,229407.1
Магаданская область,2012,78417.9
Сахалинская область,2012,641886.4
Еврейская автономная область,2012,42743.6
Чукотский автономный округ,2012,45633.9
Белгородская область,2013,569006.4
Брянская область,2013,219502.8
Владимирская область,2013,306641.4
Воронежская область,2013,611720.4
Ивановская область,2013,158228.7
Калужская область,2013,292841.0
Костромская область,2013,139015.9
Курская область,2013,271542.5
Липецкая область,2013,315685.4
Московская область,2013,2545951.5
Орловская область,2013,164797.0
Рязанская область,2013,279286.5
Смоленская область,2013,225887.1
Тамбовская область,2013,236335.9
Тверская область,2013,298669.2
Тульская область,2013,348034.8
Ярославская область,2013,362861.8
г. Москва,2013,11814897.4
Республика Карелия,2013,178636.2
Республика Коми,2013,482329.9
Архангельская область,2013,500095.1
Вологодская область,2013,346227.6
Калининградская область,2013,275885.8
Ленинградская область,2013,678718.3
Мурманская область,2013,306578.7
Новгородская область,2013,178818.1
Псковская область,2013,114676.2
г. Санкт-Петербург,2013,2491423.3
Республика Адыгея,2013,70862.3
Республика Калмыкия,2013,41165.9
Краснодарский край,2013,1662969.0999999999
Астраханская область,2013,273917.1
Волгоградская область,2013,607472.2
Ростовская область,2013,917689.1
Республика Дагестан,2013,452882.2
Республика Ингушетия,2013,45766.7
Кабардино-Балкарская Республика,2013,110971.5
Карачаево-Черкесская Республика,2013,66106.6
Республика Северная Осетия - Алания,2013,118637.5
Ставропольский край,2013,480905.3
Республика Башкортостан,2013,1163219.0
Республика Марий Эл,2013,125950.2
Республика Мордовия,2013,148705.7
Республика Татарстан,2013,1551472.1
Удмуртская Республика,2013,405126.4
Чувашская Республика,2013,223147.9
Кировская область,2013,224152.3
Нижегородская область,2013,925182.0
Оренбургская область,2013,717014.7999999999
Пензенская область,2013,270436.8
Самарская область,2013,1048545.8
Саратовская область,2013,526178.9
Ульяновская область,2013,265288.7
Курганская область,2013,167037.9
Свердловская область,2013,1568655.2
Тюменская область,2013,4950207.4
Челябинская область,2013,882339.6
Республика Алтай,2013,33313.5
Республика Тыва,2013,41298.7
Республика Хакасия,2013,141850.5
Алтайский край,2013,416110.3
Красноярский край,2013,1256934.1
Иркутская область,2013,805197.5
Кемеровская область,2013,667950.5
Новосибирская область,2013,817516.7
Омская область,2013,551734.0
Томская область,2013,402562.1
Республика Бурятия,2013,176888.9
Республика Саха (Якутия),2013,570284.7000000001
Приморский край,2013,577473.9
Хабаровский край,2013,498067.2
Амурская область,2013,210700.9
Магаданская область,2013,88905.9
Сахалинская область,2013,671743.6
Еврейская автономная область,2013,38428.7
Чукотский автономный округ,2013,44466.9
Белгородская область,2014,619677.7
Брянская область,2014,242722.4
Владимирская область,2014,328064.2
Воронежская область,2014,717667.2
Ивановская область,2014,151876.8
Калужская область,2014,326459.5
Костромская область,2014,146731.5
Курская область,2014,298287.3
Липецкая область,2014,398464.5
Московская область,2014,2742886.1
Орловская область,2014,178822.5
Рязанская область,2014,295611.7
Смоленская область,2014,234710.1
Тамбовская область,2014,285656.5
Тверская область,2014,316613.2
Тульская область,2014,411122.3
Ярославская область,2014,391462.8
г. Москва,2014,12779525.7
Республика Карелия,2014,191192.1
Республика Коми,2014,484166.5
Архангельская область,2014,542695.3
Вологодская область,2014,387211.7
Калининградская область,2014,314088.3
Ленинградская область,2014,703325.6
Мурманская область,2014,328291.8
Новгородская область,2014,209304.4
Псковская область,2014,123825.6
г. Санкт-Петербург,2014,2661210.0
Республика Адыгея,2014,75622.5
Республика Калмыкия,2014,46680.6
Краснодарский край,2014,1784833.5
Астраханская область,2014,296319.3
Волгоградская область,2014,715409.6
Ростовская область,2014,1007758.8
Республика Дагестан,2014,528131.3
Республика Ингушетия,2014,51908.2
Кабардино-Балкарская Республика,2014,116886.0
Карачаево-Черкесская Республика,2014,65326.6
Республика Северная Осетия - Алания,2014,125960.5
Ставропольский край,2014,540796.8
Республика Башкортостан,2014,1260010.4
Республика Марий Эл,2014,143396.1
Республика Мордовия,2014,173872.7
Республика Татарстан,2014,1661413.8
Удмуртская Республика,2014,450548.9
Чувашская Республика,2014,237447.19999999998
Кировская область,2014,254089.4
Нижегородская область,2014,1009460.1
Оренбургская область,2014,731277.7
Пензенская область,2014,295238.7
Самарская область,2014,1149147.8
Саратовская область,2014,566646.1
Ульяновская область,2014,278808.2
Курганская область,2014,170310.3
Свердловская область,2014,1659783.9
Тюменская область,2014,5295348.5
Челябинская область,2014,993900.6
Республика Алтай,2014,39191.9
Республика Тыва,2014,45947.9
Республика Хакасия,2014,158372.8
Алтайский край,2014,446023.8
Красноярский край,2014,1410719.9
Иркутская область,2014,916317.5
Кемеровская область,2014,752024.0
Новосибирская область,2014,911219.0
Омская область,2014,602605.1
Томская область,2014,430266.8
Республика Бурятия,2014,186492.9
Республика Саха (Якутия),2014,658140.4
Приморский край,2014,642423.0
Хабаровский край,2014,539338.4
Амурская область,2014,232053.0
Магаданская область,2014,96936.8
Сахалинская область,2014,799165.4
Еврейская автономная область,2014,41948.1
Чукотский автономный округ,2014,57751.3
Белгородская область,2015,693379.4
Брянская область,2015,271782.5
Владимирская область,2015,368489.2
Воронежская область,2015,805969.6
Ивановская область,2015,180517.5
Калужская область,2015,339760.8
Костромская область,2015,160579.8
Курская область,2015,336999.4
Липецкая область,2015,448994.3
Московская область,2015,3180924.6
Орловская область,2015,208237.9
Рязанская область,2015,323131.8
Смоленская область,2015,256706.8
Тамбовская область,2015,317213.7
Тверская область,2015,329616.0
Тульская область,2015,477537.8
Ярославская область,2015,443054.1
г. Москва,2015,13520862.9
Республика Карелия,2015,212049.5
Республика Коми,2015,528403.4
Архангельская область,2015,627698.1
Вологодская область,2015,478893.0
Калининградская область,2015,349818.6
Ленинградская область,2015,849616.6
Мурманская область,2015,401582.7
Новгородская область,2015,234075.7
Псковская область,2015,135239.5
г. Санкт-Петербург,2015,3387417.7
Республика Адыгея,2015,84306.0
Республика Калмыкия,2015,51958.5
Краснодарский край,2015,1933512.1
Астраханская область,2015,322303.0
Волгоградская область,2015,740458.0
Ростовская область,2015,1189144.0
Республика Дагестан,2015,569297.3
Республика Ингушетия,2015,50091.0
Кабардино-Балкарская Республика,2015,120528.79999999999
Карачаево-Черкесская Республика,2015,67482.7
Республика Северная Осетия - Алания,2015,126051.2
Ставропольский край,2015,621198.3
Республика Башкортостан,2015,1316598.3
Республика Марий Эл,2015,171689.5
Республика Мордовия,2015,180352.3
Республика Татарстан,2015,1867258.7
Удмуртская Республика,2015,517999.8
Чувашская Республика,2015,251307.0
Кировская область,2015,282191.0
Нижегородская область,2015,1104643.2
Оренбургская область,2015,774962.1
Пензенская область,2015,343328.6
Самарская область,2015,1264910.3
Саратовская область,2015,625176.9
Ульяновская область,2015,304479.1
Курганская область,2015,179436.3
Свердловская область,2015,1822835.0
Тюменская область,2015,5851557.8
Челябинская область,2015,1209242.7
Республика Алтай,2015,42165.7
Республика Тыва,2015,47289.6
Республика Хакасия,2015,170413.1
Алтайский край,2015,487903.3
Красноярский край,2015,1667041.1
Иркутская область,2015,1001717.6
Кемеровская область,2015,843345.4
Новосибирская область,2015,1021642.9
Омская область,2015,618127.7
Томская область,2015,471456.7
Республика Бурятия,2015,202823.4
Республика Саха (Якутия),2015,747601.7
Приморский край,2015,717609.9
Хабаровский край,2015,595792.3
Амурская область,2015,277380.4
Магаданская область,2015,125798.3
Сахалинская область,2015,837495.2
Еврейская автономная область,2015,44554.8
Чукотский автономный округ,2015,61735.5
Белгородская область,2016,778027.8
Брянская область,2016,316489.4
Владимирская область,2016,431549.8
Воронежская область,2016,827928.6
Ивановская область,2016,205818.6
Калужская область,2016,409462.3
Костромская область,2016,170225.1
Курская область,2016,379011.3
Липецкая область,2016,501263.5
Московская область,2016,4206506.0
Орловская область,2016,228583.1
Рязанская область,2016,366211.3
Смоленская область,2016,283725.5
Тамбовская область,2016,320623.4
Тверская область,2016,397438.9
Тульская область,2016,552308.4
Ярославская область,2016,498880.3
г. Москва,2016,15121534.2
Республика Карелия,2016,248140.4
Республика Коми,2016,578649.1
Архангельская область,2016,713043.9
Вологодская область,2016,509931.7
Калининградская область,2016,417094.9
Ленинградская область,2016,953668.3
Мурманская область,2016,467006.5
Новгородская область,2016,253056.8
Псковская область,2016,159206.1
г. Санкт-Петербург,2016,4099939.7
Республика Адыгея,2016,101102.7
Республика Калмыкия,2016,69564.2
Краснодарский край,2016,2257074.5
Астраханская область,2016,368485.4
Волгоградская область,2016,825586.5
Ростовская область,2016,1375107.4
Республика Дагестан,2016,617587.6
Республика Ингушетия,2016,58141.5
Кабардино-Балкарская Республика,2016,152970.8
Карачаево-Черкесская Республика,2016,78521.1
Республика Северная Осетия - Алания,2016,148810.1
Ставропольский край,2016,712594.5
Республика Башкортостан,2016,1421517.6
Республика Марий Эл,2016,170890.5
Республика Мордовия,2016,223297.80000000002
Республика Татарстан,2016,2058139.9
Удмуртская Республика,2016,570254.8
Чувашская Республика,2016,284659.1
Кировская область,2016,313533.8
Нижегородская область,2016,1282751.7
Оренбургская область,2016,814765.4
Пензенская область,2016,358258.2
Самарская область,2016,1364822.2
Саратовская область,2016,700848.6
Ульяновская область,2016,366954.7
Курганская область,2016,202100.4
Свердловская область,2016,2109619.1
Тюменская область,2016,6125961.8
Челябинская область,2016,1332761.4
Республика Алтай,2016,47434.9
Республика Тыва,2016,58001.1
Республика Хакасия,2016,207742.6
Алтайский край,2016,532401.5
Красноярский край,2016,1821899.9
Иркутская область,2016,1139206.8
Кемеровская область,2016,903348.9
Новосибирская область,2016,1074794.7
Омская область,2016,669480.4
Томская область,2016,521043.5
Республика Бурятия,2016,220764.6
Республика Саха (Якутия),2016,889449.3
Приморский край,2016,860803.6
Хабаровский край,2016,672660.4
Амурская область,2016,297531.0
Магаданская область,2016,153879.8
Сахалинская область,2016,762510.3
Еврейская автономная область,2016,48563.2
Чукотский автономный округ,2016,72174.1
Белгородская область,2017,837306.8
Брянская область,2017,341177.8
Владимирская область,2017,449849.2
Воронежская область,2017,873429.4
Ивановская область,2017,212464.7
Калужская область,2017,457052.5
Костромская область,2017,178485.6
Курская область,2017,404759.8
Липецкая область,2017,522266.2
Московская область,2017,4290261.2
Орловская область,2017,231118.4
Рязанская область,2017,395276.9
Смоленская область,2017,313615.8
Тамбовская область,2017,320572.4
Тверская область,2017,420671.5
Тульская область,2017,594407.6
Ярославская область,2017,534549.7
г. Москва,2017,16538189.5
Республика Карелия,2017,270802.5
Республика Коми,2017,608574.5
Архангельская область,2017,759206.5
Вологодская область,2017,542663.4
Калининградская область,2017,446677.6
Ленинградская область,2017,1002543.3
Мурманская область,2017,479352.8
Новгородская область,2017,256165.8
Псковская область,2017,165858.1
г. Санкт-Петербург,2017,4283036.300000001
Республика Адыгея,2017,109714.5
Республика Калмыкия,2017,80126.9
Краснодарский край,2017,2422752.7
Астраханская область,2017,442608.8
Волгоградская область,2017,850263.7
Ростовская область,2017,1441723.3
Республика Дагестан,2017,639513.2999999999
Республика Ингушетия,2017,60855.8
Кабардино-Балкарская Республика,2017,155221.80000000002
Карачаево-Черкесская Республика,2017,82765.6
Республика Северная Осетия - Алания,2017,152526.4
Ставропольский край,2017,735609.5
Республика Башкортостан,2017,1487892.2
Республика Марий Эл,2017,178193.2
Республика Мордовия,2017,236090.8
Республика Татарстан,2017,2264655.8
Удмуртская Республика,2017,592037.6
Чувашская Республика,2017,296505.8
Кировская область,2017,331754.4
Нижегородская область,2017,1387920.9
Оренбургская область,2017,872857.1
Пензенская область,2017,376076.2
Самарская область,2017,1449005.7
Саратовская область,2017,728946.4
Ульяновская область,2017,374827.9
Курганская область,2017,209985.5
Свердловская область,2017,2259526.0
Тюменская область,2017,7097070.2
Челябинская область,2017,1416613.3
Республика Алтай,2017,48415.2
Республика Тыва,2017,65038.9
Республика Хакасия,2017,218148.4
Алтайский край,2017,545303.0
Красноярский край,2017,1977016.1
Иркутская область,2017,1268311.7
Кемеровская область,2017,1097861.0
Новосибирская область,2017,1179564.2
Омская область,2017,699716.5
Томская область,2017,554393.9
Республика Бурятия,2017,224594.1
Республика Саха (Якутия),2017,942029.6
Приморский край,2017,906265.0
Хабаровский край,2017,697951.0
Амурская область,2017,299181.0
Магаданская область,2017,161851.2
Сахалинская область,2017,784503.4
Еврейская автономная область,2017,55268.0
Чукотский автономный округ,2017,72873.8
Белгородская область,2018,911597.9
Брянская область,2018,367157.1
Владимирская область,2018,480027.8
Воронежская область,2018,951292.3
Ивановская область,2018,232493.6
Калужская область,2018,507632.2
Костромская область,2018,191812.9
Курская область,2018,451000.5
Липецкая область,2018,604396.2
Московская область,2018,4644635.0
Орловская область,2018,247105.5
Рязанская область,2018,416183.2
Смоленская область,2018,335059.9
Тамбовская область,2018,352202.6
Тверская область,2018,471065.5
Тульская область,2018,666763.0
Ярославская область,2018,583605.3
г. Москва,2018,18777726.0
Республика Карелия,2018,300977.1
Республика Коми,2018,696242.2
Архангельская область,2018,865723.3
Вологодская область,2018,615647.7
Калининградская область,2018,493302.4
Ленинградская область,2018,1147644.4
Мурманская область,2018,521051.5
Новгородская область,2018,259255.8
Псковская область,2018,180730.3
г. Санкт-Петербург,2018,4785218.6
Республика Адыгея,2018,119961.8
Республика Калмыкия,2018,86107.1
Краснодарский край,2018,2499915.5
Астраханская область,2018,579210.0
Волгоградская область,2018,927811.7
Ростовская область,2018,1548222.9
Республика Дагестан,2018,676060.8
Республика Ингушетия,2018,67468.2
Кабардино-Балкарская Республика,2018,161577.5
Карачаево-Черкесская Республика,2018,85737.9
Республика Северная Осетия - Алания,2018,161092.7
Ставропольский край,2018,784045.7
Республика Башкортостан,2018,1739362.9
Республика Марий Эл,2018,192690.3
Республика Мордовия,2018,245675.6
Республика Татарстан,2018,2622773.9
Удмуртская Республика,2018,679938.9
Чувашская Республика,2018,316622.9
Кировская область,2018,353265.5
Нижегородская область,2018,1502156.2
Оренбургская область,2018,1058504.8
Пензенская область,2018,411028.7
Самарская область,2018,1625558.7
Саратовская область,2018,773838.6
Ульяновская область,2018,386675.4
Курганская область,2018,215589.9
Свердловская область,2018,2423689.4
Тюменская область,2018,8875003.7
Челябинская область,2018,1521325.4
Республика Алтай,2018,54069.4
Республика Тыва,2018,73681.6
Республика Хакасия,2018,242341.1
Алтайский край,2018,579740.5
Красноярский край,2018,2374749.9
Иркутская область,2018,1460512.2
Кемеровская область,2018,1266424.5
Новосибирская область,2018,1301631.1
Омская область,2018,736076.8
Томская область,2018,612431.7
Республика Бурятия,2018,258578.6
Республика Саха (Якутия),2018,1126774.7
Приморский край,2018,965485.2
Хабаровский край,2018,761589.2
Амурская область,2018,334164.4
Магаданская область,2018,176370.6
Сахалинская область,2018,1233164.7
Еврейская автономная область,2018,54577.8
Чукотский автономный округ,2018,83422.6
Белгородская область,2019,955329.2
Брянская область,2019,399113.8
Владимирская область,2019,535493.4
Воронежская область,2019,1001790.3
Ивановская область,2019,254968.9
Калужская область,2019,549755.8
Костромская область,2019,203821.4
Курская область,2019,495864.4
Липецкая область,2019,570022.9
Московская область,2019,5196136.4
Орловская область,2019,266655.6
Рязанская область,2019,436417.7
Смоленская область,2019,349237.6
Тамбовская область,2019,353745.5
Тверская область,2019,488367.5
Тульская область,2019,676822.6
Ярославская область,2019,609150.8
г. Москва,2019,19797064.3
Республика Карелия,2019,319050.0
Республика Коми,2019,718138.7
Архангельская область,2019,889974.4
Вологодская область,2019,632759.5
Калининградская область,2019,520951.2
Ленинградская область,2019,1223679.6
Мурманская область,2019,616504.1
Новгородская область,2019,273808.0
Псковская область,2019,196625.3
г. Санкт-Петербург,2019,5186129.3
Республика Адыгея,2019,131125.8
Республика Калмыкия,2019,88986.9
Краснодарский край,2019,2577131.1
Астраханская область,2019,601811.2
Волгоградская область,2019,963214.4
Ростовская область,2019,1636017.5
Республика Дагестан,2019,713723.6
Республика Ингушетия,2019,73791.6
Кабардино-Балкарская Республика,2019,171544.7
Карачаево-Черкесская Республика,2019,91430.0
Республика Северная Осетия - Алания,2019,173459.4
Ставропольский край,2019,829223.9
Республика Башкортостан,2019,1803321.7
Республика Марий Эл,2019,203282.1
Республика Мордовия,2019,262760.6
Республика Татарстан,2019,2808753.3
Удмуртская Республика,2019,722846.0
Чувашская Республика,2019,339490.4
Кировская область,2019,370472.6
Нижегородская область,2019,1617171.7
Оренбургская область,2019,1106329.3
Пензенская область,2019,448521.1
Самарская область,2019,1689575.4
Саратовская область,2019,809822.6
Ульяновская область,2019,424995.6
Курганская область,2019,236825.8
Свердловская область,2019,2535215.0
Тюменская область,2019,8952460.5
Челябинская область,2019,1547518.0
Республика Алтай,2019,57064.0
Республика Тыва,2019,79321.3
Республика Хакасия,2019,256322.3
Алтайский край,2019,628146.1
Красноярский край,2019,2696158.9
Иркутская область,2019,1540237.8
Кемеровская область,2019,1110194.8
Новосибирская область,2019,1332895.8
Омская область,2019,772095.9
Томская область,2019,617903.6
Республика Бурятия,2019,285490.6
Республика Саха (Якутия),2019,1227680.3
Приморский край,2019,1069330.7
Хабаровский край,2019,805215.6
Амурская область,2019,395617.2
Магаданская область,2019,214414.9
Сахалинская область,2019,1172226.1
Еврейская автономная область,2019,56847.6
Чукотский автономный округ,2019,94995.0
Белгородская область,2020,997330.9
Брянская область,2020,414179.4
Владимирская область,2020,553092.4
Воронежская область,2020,1062765.4
Ивановская область,2020,269508.8
Калужская область,2020,561895.8
Костромская область,2020,204114.1
Курская область,2020,523000.5
Липецкая область,2020,618273.1
Московская область,2020,5406076.5
Орловская область,2020,282883.7
Рязанская область,2020,461214.6
Смоленская область,2020,365048.1
Тамбовская область,2020,376258.7
Тверская область,2020,486599.1
Тульская область,2020,713110.4
Ярославская область,2020,611748.5
г. Москва,2020,20260717.7
Республика Карелия,2020,322803.6
Республика Коми,2020,613266.9
Архангельская область,2020,781819.0
Вологодская область,2020,624437.1
Калининградская область,2020,549311.2
Ленинградская область,2020,1238641.3
Мурманская область,2020,798450.1
Новгородская область,2020,279689.3
Псковская область,2020,201756.7
г. Санкт-Петербург,2020,5332558.3
Республика Адыгея,2020,142913.5
Республика Калмыкия,2020,94025.9
Краснодарский край,2020,2667228.2
Астраханская область,2020,527290.2
Волгоградская область,2020,977707.7
Ростовская область,2020,1714576.7
Республика Дагестан,2020,740798.8
Республика Ингушетия,2020,70857.40000000001
Кабардино-Балкарская Республика,2020,180077.5
Карачаево-Черкесская Республика,2020,95297.1
Республика Северная Осетия - Алания,2020,179159.0
Ставропольский край,2020,846890.1
Республика Башкортостан,2020,1694189.7
Республика Марий Эл,2020,197948.7
Республика Мордовия,2020,266387.0
Республика Татарстан,2020,2631286.8
Удмуртская Республика,2020,684430.6
Чувашская Республика,2020,346046.4
Кировская область,2020,396946.8
Нижегородская область,2020,1600333.4
Оренбургская область,2020,1046728.3
Пензенская область,2020,484785.4
Самарская область,2020,1625461.8
Саратовская область,2020,856515.7
Ульяновская область,2020,438968.9
Курганская область,2020,240188.2
Свердловская область,2020,2512654.9
Тюменская область,2020,7280595.6
Челябинская область,2020,1602739.4
Республика Алтай,2020,62850.8
Республика Тыва,2020,82230.8
Республика Хакасия,2020,266213.2
Алтайский край,2020,664129.2
Красноярский край,2020,2725096.7
Иркутская область,2020,1494326.6
Кемеровская область,2020,1045077.1
Новосибирская область,2020,1358350.1
Омская область,2020,770280.4
Томская область,2020,553211.6
Республика Бурятия,2020,302800.4
Республика Саха (Якутия),2020,1133688.2
Приморский край,2020,1105672.6
Хабаровский край,2020,856904.8
Амурская область,2020,449317.5
Магаданская область,2020,285146.0
Сахалинская область,2020,1001689.4
Еврейская автономная область,2020,63177.1
Чукотский автономный округ,2020,119949.4
Белгородская область,2021,1359965.6
Брянская область,2021,482669.4
Владимирская область,2021,730328.8
Воронежская область,2021,1273851.9
Ивановская область,2021,308392.2
Калужская область,2021,671155.5
Костромская область,2021,247508.0
Курская область,2021,688469.1
Липецкая область,2021,853038.4
Московская область,2021,6809951.1
Орловская область,2021,338266.1
Рязанская область,2021,544053.6
Смоленская область,2021,428827.5
Тамбовская область,2021,442996.9
Тверская область,2021,564548.5
Тульская область,2021,887541.1
Ярославская область,2021,695015.4
г. Москва,2021,24265759.9
Республика Карелия,2021,447564.1
Республика Коми,2021,869995.8
Архангельская область,2021,1080494.9
Вологодская область,2021,1026496.5
Калининградская область,2021,683811.6
Ленинградская область,2021,1473287.1
Мурманская область,2021,1106607.7
Новгородская область,2021,345664.3
Псковская область,2021,227739.7
г. Санкт-Петербург,2021,9420445.3
Республика Адыгея,2021,171386.1
Республика Калмыкия,2021,102377.2
Краснодарский край,2021,3280988.8
Астраханская область,2021,663770.6
Волгоградская область,2021,1067376.2
Ростовская область,2021,2042953.9
Республика Дагестан,2021,802523.3
Республика Ингушетия,2021,71831.70000000001
Кабардино-Балкарская Республика,2021,212776.9
Карачаево-Черкесская Республика,2021,108591.7
Республика Северная Осетия - Алания,2021,197993.1
Ставропольский край,2021,1037863.5
Республика Башкортостан,2021,2016023.7
Республика Марий Эл,2021,226451.5
Республика Мордовия,2021,304167.2
Республика Татарстан,2021,3533272.5
Удмуртская Республика,2021,867612.5
Чувашская Республика,2021,399899.3
Кировская область,2021,488594.5
Нижегородская область,2021,1931254.1
Оренбургская область,2021,1409921.0
Пензенская область,2021,540115.8
Самарская область,2021,2157662.0
Саратовская область,2021,1009797.7
Ульяновская область,2021,508499.1
Курганская область,2021,272175.2
Свердловская область,2021,3083947.1
Тюменская область,2021,11492922.3
Челябинская область,2021,2064927.6
Республика Алтай,2021,74513.4
Республика Тыва,2021,91529.3
Республика Хакасия,2021,315304.4
Алтайский край,2021,869672.1
Красноярский край,2021,3122115.3
Иркутская область,2021,1972480.5
Кемеровская область,2021,1823647.7
Новосибирская область,2021,1628844.4
Омская область,2021,796044.1
Томская область,2021,723226.5
Республика Бурятия,2021,356150.2
Республика Саха (Якутия),2021,1672273.8
Приморский край,2021,1354099.5
Хабаровский край,2021,1017795.1
Амурская область,2021,548269.8
Магаданская область,2021,320159.6
Сахалинская область,2021,1237949.8
Еврейская автономная область,2021,79156.9
Чукотский автономный округ,2021,140026.3
Белгородская область,2022,1282187.9
Брянская область,2022,547720.9
Владимирская область,2022,779080.5
Воронежская область,2022,1363025.6
Ивановская область,2022,362816.5
Калужская область,2022,687651.6
Костромская область,2022,275038.3
Курская область,2022,663507.8
Липецкая область,2022,780138.9
Московская область,2022,7774430.0
Орловская область,2022,366295.8
Рязанская область,2022,614419.9
Смоленская область,2022,483282.4
Тамбовская область,2022,452306.1
Тверская область,2022,620842.8
Тульская область,2022,1002419.4
Ярославская область,2022,740598.6
г. Москва,2022,27726392.1
Республика Карелия,2022,392693.2
Республика Коми,2022,971635.0
Архангельская область,2022,1189495.0
Вологодская область,2022,1020858.9
Калининградская область,2022,733450.2
Ленинградская область,2022,1660133.9
Мурманская область,2022,1152107.7
Новгородская область,2022,377578.5
Псковская область,2022,255842.8
г. Санкт-Петербург,2022,11173493.1
Республика Адыгея,2022,191559.8
Республика Калмыкия,2022,119775.6
Краснодарский край,2022,4289164.5
Астраханская область,2022,763880.4
Волгоградская область,2022,1208235.4
Ростовская область,2022,2317782.0
Республика Дагестан,2022,876956.5
Республика Ингушетия,2022,83872.5
Кабардино-Балкарская Республика,2022,246552.80000000002
Карачаево-Черкесская Республика,2022,123939.3
Республика Северная Осетия - Алания,2022,221180.7
Ставропольский край,2022,1177815.9
Республика Башкортостан,2022,2217066.6999999997
Республика Марий Эл,2022,252741.9
Республика Мордовия,2022,338912.4
Республика Татарстан,2022,4144697.3
Удмуртская Республика,2022,965539.8
Чувашская Республика,2022,489177.6
Кировская область,2022,548013.8
Нижегородская область,2022,2277255.2
Оренбургская область,2022,1565767.7
Пензенская область,2022,588291.7
Самарская область,2022,2367618.4
Саратовская область,2022,1176232.0
Ульяновская область,2022,586437.6
Курганская область,2022,336231.3
Свердловская область,2022,3443588.6
Тюменская область,2022,13908749.1
Челябинская область,2022,2228903.6
Республика Алтай,2022,89613.1
Республика Тыва,2022,107913.7
Республика Хакасия,2022,345846.6
Алтайский край,2022,929614.2
Красноярский край,2022,3314866.6
Иркутская область,2022,2347579.8
Кемеровская область,2022,2170130.3
Новосибирская область,2022,1927143.6
Омская область,2022,926750.2
Томская область,2022,813183.4
Республика Бурятия,2022,447267.3
Республика Саха (Якутия),2022,2009286.6
Приморский край,2022,1575745.3
Хабаровский край,2022,1065100.8
Амурская область,2022,603562.5
Магаданская область,2022,315361.1
Сахалинская область,2022,1672496.2
